Read 5000 bodies from file dataset/bodies_5000.csv
Using 5 MPI processes

Initial state:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
44	86.93		58.39		-1.57		-96.81		-3.13		-3.81		-9.85
45	60.40		62.24		-95.57		23.73		-7.02		-3.18		-4.52
46	84.66		43.97		72.02		75.74		4.48		-1.32		2.94
47	34.99		18.54		46.51		-30.42		-9.81		5.18		-8.25
48	49.94		-9.11		-70.82		41.17		-7.70		0.13		8.03
49	36.46		97.65		-33.36		-54.97		-9.46		-1.39		1.62
50	94.04		4.15		7.75		58.32		-6.42		6.74		4.99
51	17.49		39.16		-13.11		78.10		-8.82		-8.17		2.15
52	4.94		54.86		-72.77		-63.64		-3.09		-9.93		-6.84
53	11.25		3.25		-32.12		72.27		0.92		-0.27		1.78
54	27.99		-52.03		97.10		-29.56		0.86		-0.52		1.69
55	79.07		38.50		41.79		95.47		-8.62		5.72		0.36
56	11.15		-68.35		10.83		-70.56		5.51		-4.66		7.33
57	3.76		-99.50		-83.19		46.66		-6.69		-8.50		-7.16
58	60.70		-9.38		48.88		-77.71		-2.18		6.98		-1.51
59	96.09		11.59		-24.03		53.28		-5.34		-3.82		4.05
60	67.07		70.18		-63.29		-34.43		7.87		-9.88		9.52
61	12.16		-60.22		56.13		32.38		-0.56		-2.90		-3.53
62	44.52		21.67		7.14		-88.12		3.06		6.41		8.65
63	20.83		-37.93		-84.57		-37.60		-3.50		-9.25		-6.85
64	55.96		31.82		-54.74		60.36		6.53		1.06		2.63
65	51.49		32.81		40.99		-52.85		2.33		1.76		6.29
66	20.33		-56.84		30.59		-0.29		8.33		-5.10		5.98
67	46.54		-74.89		-12.05		-7.57		5.23		8.94		9.62
68	59.58		77.89		3.39		-64.34		-3.19		7.28		2.66
69	68.09		28.05		-5.54		-83.86		-5.98		6.34		3.70
70	36.83		2.96		-65.58		23.96		-0.44		-8.26		4.82
71	70.40		-50.70		49.20		-3.62		-7.82		-3.33		-9.27
72	20.74		42.02		-40.63		-34.87		6.19		9.18		-0.98
73	10.14		89.74		78.90		89.74		7.12		2.28		7.97
74	62.08		-44.02		-95.35		-42.57		2.59		-8.54		-5.69
75	44.84		-64.36		25.16		-74.90		-4.14		-5.64		0.19
76	5.80		-62.78		-72.44		-95.62		1.56		-8.23		-4.20
77	10.27		32.02		26.68		39.65		5.70		-7.02		3.52
78	67.51		58.43		-50.29		90.53		-2.90		-8.68		-2.54
79	32.45		-37.39		-99.29		27.03		1.77		9.70		-3.99
80	15.71		-96.78		-50.67		-70.99		-1.21		-0.18		5.59
81	47.53		-21.91		31.68		-46.99		5.97		9.30		8.10
82	88.75		-41.43		18.60		-51.06		-3.75		3.87		-8.47
83	64.92		57.22		-93.98		-80.95		0.58		7.17		1.66
84	23.99		73.04		12.70		-88.02		-6.96		-1.05		5.93
85	87.11		-50.39		22.49		44.44		7.14		-2.29		-4.47
86	10.18		54.53		-75.01		41.22		-3.46		-8.70		9.68
87	65.75		53.67		33.67		-12.27		6.78		-7.06		4.94
88	51.87		-83.30		-1.25		-56.80		7.62		9.82		7.88
89	21.61		-57.35		19.17		65.83		3.69		-8.78		-3.58
90	91.10		-31.64		-98.65		-4.12		-9.26		7.44		3.78
91	89.15		-38.49		-46.26		83.82		-6.97		8.30		8.99
92	31.40		-55.19		-38.14		40.37		5.74		9.39		-3.74
93	42.65		69.25		-90.64		14.10		-9.22		4.17		-1.45
94	44.10		17.67		-46.34		96.57		7.59		9.33		-3.49
95	98.95		-2.23		88.84		-14.37		4.35		-5.65		-2.03
96	63.56		15.41		-39.70		42.53		1.34		5.97		0.71
97	61.49		-15.34		59.62		48.55		-9.54		6.85		-9.61
98	30.92		-98.48		-59.41		5.43		5.36		9.62		-6.18
99	65.49		-33.61		31.98		-35.76		-8.87		-6.36		9.27
100	73.18		42.22		0.02		32.89		9.61		8.37		-7.65
101	59.48		58.29		6.34		56.27		1.60		-4.09		-7.61
102	97.88		-4.45		-36.09		-39.85		8.02		-8.27		8.88
103	9.66		-87.89		59.13		61.01		-1.48		0.49		-3.93
104	23.66		53.13		-43.94		24.50		-1.68		3.38		-6.65
105	15.89		-35.25		81.40		22.89		-0.96		-0.35		-0.09
106	16.23		-37.77		43.52		-20.11		-1.36		7.55		-6.98
107	43.82		-46.83		-66.65		2.51		-9.13		-9.22		8.72
108	87.94		-77.71		17.13		-32.09		-0.64		-5.78		5.60
109	76.49		98.90		21.78		-37.63		-7.50		-7.57		-0.72
110	78.18		-93.89		-15.63		-76.96		7.34		3.71		3.50
111	95.10		20.03		54.11		16.99		6.93		-6.17		7.15
112	93.57		-88.03		15.69		-48.61		2.66		-9.17		-2.14
113	5.41		-83.70		95.95		23.21		-3.96		-6.59		-8.46
114	15.04		91.73		40.80		36.28		-1.31		1.84		6.00
115	81.24		93.05		-43.72		-46.24		-1.28		-3.72		4.43
116	78.04		8.51		-20.18		-58.42		-3.34		-1.45		5.34
117	42.93		-19.31		-65.46		37.17		-8.95		8.99		9.10
118	14.74		-43.90		3.72		76.71		-9.38		-1.10		3.60
119	52.83		-71.89		-3.45		-55.09		-8.43		-7.22		3.56
120	40.76		67.95		-87.81		-87.03		-2.20		7.04		3.51
121	8.00		-26.20		-30.24		-20.14		5.06		2.85		8.61
122	80.18		15.28		69.43		-46.00		-0.53		-9.68		-5.18
123	60.81		-91.64		63.80		-53.88		-9.75		8.20		0.64
124	5.67		-72.90		-29.88		96.93		-1.87		-2.27		-3.55
125	4.48		98.86		-54.74		34.21		-8.56		9.98		-4.78
126	78.96		16.47		-90.00		-18.22		-9.29		3.92		-6.38
127	51.42		-24.42		-6.86		54.86		7.79		7.13		7.59
128	12.66		49.71		-21.34		62.84		-3.80		2.43		-6.32
129	84.00		-89.64		95.74		-47.82		4.41		1.14		2.51
130	85.95		-40.20		73.03		37.64		-3.46		-6.31		6.79
131	93.05		13.52		29.17		-74.73		-4.03		-2.04		8.72
132	87.14		-96.32		-39.88		81.19		-2.55		6.56		5.27
133	52.57		-46.29		-2.54		65.69		3.65		-0.54		0.67
134	88.21		3.69		-37.02		99.61		5.25		-4.68		2.32
135	84.19		-87.87		11.12		51.95		-9.55		-3.63		-8.87
136	29.21		-22.34		-10.63		12.79		1.67		-8.43		-4.69
137	14.66		-30.82		91.38		-78.63		8.34		0.82		-3.58
138	85.76		-82.04		6.22		69.75		-0.79		5.95		-1.52
139	4.40		-54.20		91.99		87.29		1.55		8.19		8.22
140	58.88		-42.66		-95.30		96.17		-1.29		8.35		2.23
141	13.72		-88.37		-12.73		-17.99		3.60		7.58		1.21
142	42.31		-58.25		76.96		-39.21		-1.45		-0.30		3.40
143	26.13		99.78		-18.31		12.43		3.71		-6.16		-9.22
144	99.46		67.76		89.22		-92.92		-0.60		7.56		6.71
145	74.99		-47.74		81.61		-2.75		-3.35		5.46		-7.56
146	86.40		30.29		53.63		-9.11		-5.86		-4.53		7.46
147	16.50		-93.62		-70.64		-2.07		-6.19		1.93		-8.10
148	42.91		-43.74		30.52		-36.07		1.62		3.38		1.51
149	63.82		89.21		67.03		-12.34		6.40		0.90		9.31
150	77.02		-23.02		-80.38		24.13		7.15		6.93		-0.34
151	50.77		-11.28		21.83		-33.84		-0.47		6.69		1.04
152	83.17		-71.96		-99.28		-83.56		-7.16		-6.61		4.45
153	90.34		-93.36		-63.71		-61.46		-3.75		-6.44		-5.46
154	84.04		56.29		-61.52		55.92		9.58		1.70		1.01
155	75.62		-7.45		-56.14		-14.40		-2.89		1.18		-7.35
156	16.20		35.98		-65.31		87.42		6.24		9.64		-0.98
157	83.95		89.32		-84.45		-86.35		2.36		1.18		9.81
158	4.67		-32.95		-22.20		-14.08		-0.87		7.88		-8.37
159	79.31		78.08		-53.30		48.91		3.66		7.42		-3.43
160	56.25		35.92		-60.89		67.71		-9.04		-2.88		1.96
161	62.30		5.48		71.32		-64.94		2.06		-8.82		1.73
162	35.70		18.12		7.94		36.30		-2.29		-1.34		7.86
163	75.28		-29.20		-53.20		-42.55		-3.47		-1.18		4.77
164	7.28		-39.66		-0.47		-36.25		-6.75		-1.94		0.40
165	38.79		-74.21		29.93		21.23		1.52		6.18		4.24
166	49.24		-47.61		-6.83		11.56		2.59		-2.59		-3.37
167	80.19		-97.44		-8.15		66.65		6.64		-5.21		-4.57
168	64.97		88.16		-41.85		50.67		3.00		1.79		6.87
169	1.39		71.38		-90.01		-83.75		-6.86		0.40		7.24
170	66.23		-57.06		42.64		-73.38		-6.02		-1.62		-5.86
171	1.97		83.86		-63.77		98.41		2.38		-1.00		5.07
172	52.40		-99.46		68.49		-20.98		4.53		5.00		-0.18
173	11.91		84.65		-52.19		17.33		5.85		8.73		-9.44
174	44.32		-20.17		40.52		81.36		6.61		-2.41		-5.88
175	50.32		27.70		1.79		-29.04		-8.22		-2.19		1.97
176	82.33		-82.93		-94.40		-6.23		1.91		-4.16		4.86
177	11.72		50.08		-33.12		54.37		4.23		7.69		3.44
178	43.58		44.63		-23.91		-91.22		9.84		9.93		-9.53
179	40.65		27.13		71.85		77.92		6.91		3.28		-1.01
180	50.87		-2.05		-3.12		72.27		5.94		-9.21		1.06
181	99.17		-82.43		-57.88		-88.34		0.95		1.74		-8.99
182	22.58		-82.41		90.88		33.60		3.79		-7.16		-0.00
183	49.37		-16.74		-26.96		2.28		-7.50		-7.75		-3.74
184	71.67		70.32		-63.43		-76.47		8.22		-8.80		5.73
185	73.98		35.53		-36.10		-91.36		7.07		4.21		0.92
186	95.76		48.81		69.52		-79.91		9.81		9.04		9.53
187	89.28		94.22		-58.45		-64.62		-5.27		-3.02		5.02
188	90.40		-43.74		-41.14		-21.77		8.20		-9.43		8.71
189	67.30		28.86		-79.85		-44.86		9.24		-8.91		-9.14
190	61.10		-15.88		-92.58		88.04		-2.67		-5.08		5.25
191	34.00		-66.03		-89.69		-84.33		-9.84		4.92		-5.48
192	68.67		91.20		49.56		-23.31		-7.41		3.33		2.00
193	70.40		-52.35		98.35		-55.07		2.29		-0.52		6.16
194	12.82		58.95		-54.54		-22.72		8.14		-7.99		-7.09
195	16.76		27.77		-97.15		-58.06		4.85		-3.18		-0.41
196	47.55		59.01		42.92		63.76		-4.46		8.30		0.97
197	96.23		25.39		15.86		-54.78		7.49		2.11		-1.34
198	31.81		-64.39		38.15		94.51		-7.14		9.50		-7.79
199	50.37		46.76		26.14		-88.74		-5.35		6.17		-9.27
200	45.43		50.53		43.35		40.18		-2.00		-8.93		3.33
201	16.63		80.64		-77.85		-20.06		-2.81		9.20		4.82
202	61.61		-33.84		-93.26		-72.27		-4.02		1.35		3.53
203	88.56		-73.05		71.63		53.08		4.72		-3.31		-5.93
204	41.20		-96.13		12.09		-5.00		-9.89		-9.35		-3.21
205	31.37		24.00		-63.66		60.66		-5.96		0.75		-5.73
206	50.74		81.61		72.51		35.65		2.28		8.46		4.11
207	5.49		85.98		37.57		32.31		-4.91		-4.06		6.18
208	3.71		94.15		73.00		90.00		-6.69		-2.96		-3.54
209	87.87		73.59		-50.73		64.30		8.64		2.13		1.16
210	14.37		-71.41		58.31		63.65		8.31		3.38		-4.29
211	98.32		96.93		-87.42		48.21		-3.52		3.15		0.72
212	34.20		-6.45		14.25		-76.99		-4.82		4.67		8.59
213	32.53		-47.14		68.70		-97.77		-0.27		-8.77		-5.03
214	16.26		56.62		-15.93		-60.87		-8.33		4.53		-1.06
215	8.36		-80.65		-78.13		-50.68		8.62		-1.92		-6.66
216	17.48		-34.42		41.75		-24.76		6.78		8.95		-0.32
217	1.61		26.49		2.19		-97.12		-5.39		-6.97		5.07
218	42.15		-88.69		-65.14		60.32		9.22		-5.93		-7.33
219	77.26		-80.49		-93.64		86.92		1.73		-0.70		6.81
220	68.42		-28.04		-49.95		28.58		0.59		-0.33		-0.67
221	74.26		29.43		-44.63		-46.52		-6.03		-3.22		-2.01
222	9.14		-52.53		-46.57		99.62		2.69		-7.87		-8.36
223	70.10		-63.96		61.80		57.67		-6.34		-6.84		-3.96
224	23.32		-57.66		-48.85		-47.91		3.71		7.40		1.87
225	12.66		85.07		-48.66		-39.14		-1.56		7.64		8.89
226	15.76		27.85		95.42		-53.32		-0.83		0.88		-1.11
227	18.53		19.01		-70.02		70.79		3.40		7.40		1.20
228	52.20		-55.14		21.72		0.66		9.25		9.94		-5.22
229	13.07		-86.56		44.89		10.55		-7.97		6.47		1.14
230	42.51		52.73		97.32		11.12		-9.60		9.49		-7.26
231	18.22		-33.91		-65.32		37.58		3.94		9.83		0.90
232	71.43		-66.48		81.21		-44.42		-4.02		-8.05		3.98
233	34.55		63.12		-29.12		61.46		5.09		-7.73		-7.11
234	44.67		92.09		44.80		25.07		-6.69		0.09		6.91
235	25.37		10.19		17.92		-96.41		8.99		2.99		1.46
236	41.75		-9.82		-97.57		-88.97		3.71		-2.45		-5.45
237	66.75		47.51		41.21		-47.70		-6.78		8.82		-6.96
238	22.07		40.56		-40.05		-67.40		-8.73		-4.78		-0.93
239	12.19		-7.62		91.41		62.26		3.17		-4.44		-2.14
240	50.88		13.49		12.68		-74.20		2.62		-2.91		-4.36
241	21.24		24.39		84.44		-16.80		-4.51		8.48		-8.30
242	58.38		81.37		-71.82		92.89		-0.22		-1.86		5.59
243	43.22		-76.07		-22.65		-25.65		-6.63		-1.29		-8.97
244	94.08		59.20		-82.85		-80.70		6.49		1.47		-4.97
245	29.55		87.23		49.41		3.68		2.68		9.86		-2.78
246	69.56		-3.74		-73.97		-69.66		1.12		5.32		-1.93
247	17.95		-42.49		93.67		-81.95		-4.35		-5.87		0.80
248	54.69		-83.65		50.32		5.17		-3.46		4.88		-0.15
249	78.30		53.98		-37.53		-24.44		8.72		-3.19		3.37
250	95.51		-18.50		-29.34		-76.12		-9.46		2.19		-8.57
251	58.62		41.42		-94.85		-57.97		1.56		-4.44		-5.78
252	34.95		-63.75		33.49		78.44		-6.16		-8.32		6.94
253	24.07		-92.54		-42.69		86.26		3.59		-4.91		3.39
254	20.97		24.32		-93.18		-55.58		-3.08		4.16		9.81
255	88.44		62.33		89.75		62.84		-7.55		-7.41		5.62
256	86.79		-58.49		-24.55		77.97		-5.71		3.94		9.94
257	99.11		1.45		53.07		-4.00		1.53		9.97		-8.49
258	91.57		84.79		99.36		43.67		-0.77		1.18		4.71
259	87.23		40.31		34.39		73.36		-0.04		-4.88		1.82
260	76.98		7.03		-20.09		47.47		-4.93		-6.12		3.28
261	38.49		74.68		-58.88		25.08		-9.84		0.98		4.65
262	8.83		91.12		59.54		-32.12		-3.70		6.86		1.25
263	41.59		-47.77		-53.41		-1.69		2.49		8.43		-2.14
264	32.34		-72.09		73.59		-49.89		-5.48		-1.37		-0.70
265	16.07		-24.97		-75.60		-61.56		3.75		-9.77		-8.94
266	50.89		56.58		-56.49		-17.81		4.13		-9.65		-8.44
267	45.23		67.71		45.60		29.39		5.19		6.13		-4.71
268	49.06		-10.32		59.29		17.28		0.26		8.45		7.07
269	73.31		-4.78		-51.73		42.08		0.82		8.89		-7.63
270	21.19		99.07		29.31		59.60		9.97		4.76		9.88
271	25.28		-89.24		-95.06		-60.48		-1.18		7.94		-2.58
272	11.29		-4.44		66.95		-22.40		-6.72		3.13		-7.43
273	54.05		-31.58		-98.90		-22.40		-4.20		6.70		7.17
274	37.69		-84.60		96.03		-45.92		-7.28		-4.74		3.58
275	35.83		-63.17		18.27		-43.45		-5.00		8.76		-3.75
276	85.10		-77.67		-45.34		-23.06		-8.84		-0.58		-3.51
277	99.32		85.75		-3.38		-29.26		7.81		-2.35		-9.41
278	36.20		-88.30		-47.43		-37.08		6.08		4.87		1.88
279	3.10		-84.02		7.08		-6.04		-5.57		-1.66		-0.31
280	51.10		14.28		63.14		-65.09		-8.43		5.39		-4.98
281	38.75		85.55		-52.46		56.28		2.71		-4.31		3.07
282	12.80		66.98		-50.84		-5.34		2.89		-1.71		0.01
283	69.40		44.13		48.09		22.13		4.45		8.13		3.42
284	12.45		33.15		52.45		-26.17		0.67		-8.88		0.97
285	43.79		3.49		59.99		54.29		-9.39		-8.12		-1.13
286	47.73		-10.73		15.02		-8.34		6.39		5.27		-0.91
287	30.70		-24.74		-98.64		26.69		-1.59		-1.28		-6.32
288	69.72		96.81		41.18		53.46		6.18		1.83		6.85
289	69.94		51.02		12.35		92.27		9.23		0.65		-2.97
290	88.91		77.35		46.53		-63.45		-5.78		-5.57		3.54
291	12.80		1.84		57.57		25.48		3.85		2.00		7.01
292	4.86		-46.32		-90.92		-22.37		-5.95		6.29		-3.42
293	28.13		-52.26		69.96		-21.38		2.37		-5.26		-2.78
294	54.00		70.80		-60.39		-84.73		0.18		1.22		1.14
295	77.62		-27.55		-64.20		-42.86		-6.68		-4.58		-3.73
296	14.14		55.06		90.00		99.36		4.23		7.82		-6.31
297	63.72		-47.99		-52.65		-46.37		0.92		-0.25		-5.70
298	98.13		63.52		93.75		-30.68		7.03		0.17		-8.12
299	62.01		-50.10		25.30		5.74		-4.89		-8.27		3.14
300	32.21		93.53		-35.08		4.93		5.99		8.66		-2.48
301	42.02		-64.61		-42.75		94.12		-8.78		0.77		1.63
302	91.82		-80.91		-50.35		34.99		2.98		3.13		-4.77
303	61.38		64.85		79.66		-37.36		-2.87		6.07		-5.80
304	26.43		52.30		5.25		78.19		-1.60		-5.99		8.44
305	42.08		-64.91		-18.97		-74.10		6.40		-4.29		-3.38
306	32.66		78.80		-74.97		76.47		6.77		-8.99		6.69
307	26.58		36.50		71.51		64.79		-8.54		0.35		9.46
308	44.26		-45.22		97.53		97.37		8.23		-0.92		-3.72
309	26.85		-60.46		59.85		-19.36		-2.34		-6.59		-8.47
310	9.30		99.81		-9.85		-27.59		-5.52		0.29		-1.81
311	26.56		30.01		-26.61		85.86		6.00		9.87		7.15
312	12.66		-75.32		94.24		-1.18		2.89		-9.83		-4.40
313	93.74		-29.33		-91.41		-63.73		-1.52		1.65		-3.77
314	42.75		-19.00		67.84		-76.53		6.71		1.25		0.22
315	78.51		-90.26		80.33		-71.30		3.47		-1.34		4.24
316	97.82		-99.44		-8.85		96.67		7.95		-6.52		9.11
317	75.13		72.28		-15.43		-58.80		7.03		6.91		5.68
318	89.26		63.56		55.11		5.61		7.77		-3.92		-6.26
319	24.75		-60.35		-18.57		-29.30		1.33		-4.02		-5.07
320	13.19		38.15		67.65		7.60		-6.04		9.77		1.29
321	56.57		-27.47		3.57		-89.39		8.27		-6.17		-9.04
322	24.73		65.76		-80.98		2.22		1.25		5.88		-5.87
323	60.88		27.21		-1.40		85.41		-2.78		9.54		1.80
324	80.16		-94.65		33.20		9.64		1.08		-2.38		-1.06
325	35.91		-90.52		-67.58		-83.36		6.88		-7.93		9.92
326	63.24		-24.03		-25.31		-49.86		3.66		-5.51		7.39
327	62.86		38.95		9.31		26.21		2.64		1.47		3.78
328	26.84		71.88		34.74		-4.58		8.78		-4.10		-6.36
329	87.71		1.78		7.47		35.82		9.07		-0.29		-1.23
330	72.12		-21.17		-7.86		82.09		-6.62		0.29		5.26
331	89.51		69.91		-85.59		-8.01		-6.97		3.02		3.53
332	96.58		54.57		77.26		83.52		-4.28		-0.40		-1.53
333	17.89		18.84		-97.49		-95.67		-5.68		8.89		6.30
334	26.42		-82.32		68.76		63.59		-8.87		-9.87		1.02
335	8.36		34.13		13.73		2.35		-3.45		-4.15		6.03
336	74.12		93.18		-26.36		28.46		-5.38		-4.03		-2.25
337	41.34		-80.69		-62.51		-66.70		7.43		6.67		-9.95
338	97.73		67.73		-83.36		-36.72		-0.25		-2.26		4.37
339	29.43		-14.72		-26.91		-40.37		-8.60		9.29		5.10
340	27.78		-97.93		-37.53		-61.85		-3.13		-4.60		7.79
341	21.17		-14.41		20.37		46.27		-4.43		-6.93		9.21
342	89.08		94.52		71.37		-36.02		-2.57		-0.85		1.81
343	56.62		63.77		-66.57		-33.65		-5.32		4.34		6.01
344	26.41		27.16		-37.80		33.80		-3.29		-6.57		-5.28
345	23.11		-85.65		-68.41		47.63		6.37		-3.90		-7.93
346	67.69		62.74		14.32		-71.50		8.23		4.97		-6.38
347	90.18		-21.50		69.35		-11.77		5.05		-1.36		2.10
348	88.63		73.52		6.60		83.86		5.59		-8.28		7.71
349	90.63		34.84		39.57		77.24		8.79		4.07		-6.45
350	72.89		-35.31		-88.09		17.09		-6.36		-3.88		7.39
351	65.31		25.39		30.53		60.10		0.27		6.92		5.55
352	67.26		-7.40		-61.39		-0.33		3.55		2.68		-9.03
353	11.47		-40.02		-44.70		56.81		-1.72		-3.30		2.04
354	59.98		5.78		-30.29		96.01		-5.68		-1.62		4.52
355	41.75		-44.64		-9.62		-65.41		-7.12		-1.43		8.90
356	44.41		79.72		50.79		64.93		3.15		-2.17		4.21
357	51.93		-34.12		44.74		25.56		8.27		3.34		-8.72
358	11.42		-5.44		72.06		53.46		-3.77		-5.01		3.69
359	44.43		-75.25		-94.81		-54.24		-8.31		-8.54		-9.58
360	42.64		51.95		-67.79		-75.90		-1.02		-6.59		9.63
361	62.09		-19.81		-95.96		-24.08		-8.24		9.86		-0.11
362	80.93		-96.55		20.10		33.72		-6.31		-3.89		9.57
363	2.86		43.47		-80.17		15.18		-6.88		-4.97		1.38
364	63.06		58.94		49.35		63.10		-9.45		-2.98		-2.37
365	16.65		-26.20		58.48		32.19		2.21		-0.75		-9.71
366	87.53		-40.17		-46.92		-97.50		0.84		-9.33		4.03
367	52.72		53.54		34.99		39.59		-9.85		-9.53		-6.23
368	90.95		-26.16		60.57		85.78		1.78		-2.44		-8.84
369	19.38		-39.86		54.36		85.03		7.02		1.22		-1.19
370	15.89		96.72		-81.73		-42.16		8.98		-8.56		-1.93
371	1.41		41.63		30.19		-27.16		-6.16		-9.47		-0.48
372	41.86		-20.58		-53.76		-86.47		-1.92		8.64		9.40
373	44.07		71.20		70.95		70.95		8.76		-4.28		6.19
374	49.25		-1.98		95.15		-57.51		8.52		-0.38		4.81
375	79.62		51.62		36.96		-69.34		7.12		-0.77		2.05
376	38.13		21.33		87.38		-68.19		5.65		-1.34		6.91
377	24.61		40.11		-40.50		-64.33		2.73		1.40		-2.49
378	59.66		54.06		32.39		-2.60		-8.66		4.38		4.86
379	76.35		-97.88		-21.56		2.87		6.68		0.07		0.75
380	41.38		31.47		-96.64		79.49		-6.97		-3.35		-4.69
381	90.05		6.44		-42.48		-58.02		-9.62		-4.50		-8.23
382	33.75		37.98		-88.87		-25.51		7.04		6.81		1.06
383	53.33		69.89		-78.32		-31.63		4.97		2.47		-3.46
384	40.07		86.19		95.95		70.60		9.39		6.00		6.24
385	59.31		62.71		-13.71		68.88		-2.73		0.48		6.57
386	55.84		-59.45		-99.58		-70.03		2.93		4.46		-7.15
387	83.68		40.14		-76.59		12.30		0.49		-6.17		3.46
388	41.05		-4.48		97.59		-48.27		9.37		3.32		-4.83
389	51.64		71.01		-62.01		3.31		5.36		-8.20		-4.86
390	86.46		88.01		-2.08		-7.47		-4.36		9.10		-0.14
391	7.21		-69.55		-38.18		-99.70		9.09		-9.08		5.28
392	89.37		1.31		97.33		48.58		-7.13		5.87		6.73
393	85.93		74.15		19.64		-22.89		-4.06		-6.88		-1.43
394	71.92		76.50		-83.89		-41.86		-2.15		-1.02		3.54
395	61.64		86.38		-80.56		-89.61		8.22		-8.49		-3.25
396	60.76		2.77		-25.98		-1.26		7.94		0.67		-0.41
397	38.12		53.00		-34.07		97.95		-4.13		3.28		-3.96
398	87.88		37.84		99.38		-44.77		-8.37		-7.51		8.09
399	68.07		34.59		-84.70		-93.54		0.45		-0.12		-8.61
400	37.64		-60.27		-31.81		-17.47		7.82		-6.36		9.58
401	77.47		-26.09		-28.07		84.43		0.99		4.57		-4.62
402	87.21		24.08		44.39		-64.81		2.05		4.62		5.92
403	63.65		8.82		-88.36		-92.68		-1.70		-0.18		-9.79
404	31.64		80.89		84.69		33.27		-0.15		9.83		6.20
405	37.48		-3.98		72.86		-22.13		-4.35		2.22		8.15
406	55.56		-22.42		32.33		92.98		-6.53		-4.25		-7.95
407	2.77		21.56		64.94		-48.87		-7.82		0.38		5.76
408	23.06		-0.60		-30.01		87.71		6.26		-0.66		-0.06
409	77.71		-8.09		-99.66		-56.87		-7.03		1.10		8.18
410	58.02		-99.53		97.35		92.40		3.89		0.47		2.10
411	86.35		-26.44		-51.63		10.68		9.93		9.36		9.86
412	21.61		82.92		89.79		-63.19		0.43		-5.30		-4.62
413	50.54		96.84		53.30		81.54		-0.68		5.64		-4.19
414	85.27		77.56		-49.86		-98.66		-3.93		6.12		6.63
415	56.32		-54.65		-62.80		-46.82		6.55		-1.94		-3.50
416	98.60		94.32		69.77		-62.25		1.78		-4.57		4.50
417	79.36		10.41		-18.89		38.85		4.65		9.25		-6.52
