Read 10000 bodies from file dataset/bodies_10000.csv
Using 8 MPI processes

Initial state:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
61	51.87		58.69		-94.44		-94.11		-9.32		7.33		5.21
62	60.95		82.56		-43.43		-79.74		8.76		-4.38		-0.10
63	35.05		37.62		-28.49		-13.92		4.67		-6.84		-0.08
64	79.30		-15.11		46.63		12.60		1.68		-2.99		4.66
65	80.65		99.52		9.85		6.75		4.80		0.40		5.28
66	4.44		-83.87		39.20		-15.35		-6.58		2.59		-6.65
67	57.98		-14.47		3.98		69.33		1.51		-8.03		1.93
68	14.59		12.36		13.78		13.26		-8.02		-5.92		-5.04
69	36.99		61.71		-17.95		28.33		-6.12		7.88		-2.44
70	93.57		60.43		-38.48		-8.27		-0.82		-1.09		2.25
71	61.02		83.21		-8.04		-84.86		-3.25		3.33		-2.22
72	83.83		19.51		-29.09		-72.26		7.88		4.07		8.19
73	73.35		40.12		-73.42		-92.94		4.12		-1.41		-4.77
74	89.81		-3.51		-38.50		42.69		7.78		1.81		2.54
75	26.30		94.66		43.46		-27.34		-8.78		-4.27		-7.07
76	73.72		-69.41		72.75		-61.34		4.04		-4.69		1.60
77	5.67		15.80		93.38		-26.79		-3.60		7.56		5.59
78	51.80		-10.19		-12.77		42.30		2.80		-0.38		7.80
79	62.72		93.98		-67.34		-73.74		1.38		-6.46		-5.63
80	87.61		-89.00		31.17		-9.68		5.43		4.97		1.37
81	61.31		18.62		0.96		61.61		0.62		6.28		9.11
82	48.36		85.02		-40.36		-43.35		-3.11		-4.48		9.38
83	9.26		-71.00		78.14		-38.99		-1.25		-7.65		-9.02
84	3.31		68.25		90.80		99.55		-6.77		9.23		-7.50
85	40.72		66.60		-78.62		-99.47		7.83		-9.81		-3.72
86	99.09		-65.48		87.31		12.60		2.72		-4.04		1.50
87	34.67		-62.87		52.96		97.78		-3.22		7.67		7.82
88	93.76		23.85		6.24		1.98		2.36		-8.36		-3.00
89	18.41		87.08		7.53		-14.66		-7.69		1.16		-8.39
90	23.11		-66.44		-11.81		-91.76		4.62		6.76		-9.93
91	73.56		-25.28		-85.84		32.74		-6.17		-6.43		-8.84
92	56.79		39.73		49.22		6.61		7.35		-4.17		-2.62
93	5.16		-25.46		-7.15		-34.76		9.14		8.37		7.46
94	86.29		63.34		76.47		-62.13		-1.57		-0.73		-3.85
95	22.53		91.22		40.76		-45.75		-9.98		-9.96		9.77
96	73.44		-73.58		4.07		66.57		-5.60		-8.18		-8.94
97	83.71		-28.73		-0.82		73.27		6.10		-1.73		7.13
98	23.91		21.64		37.24		-23.58		-8.94		-0.56		2.81
99	88.63		-20.39		-6.99		89.32		-9.19		-7.49		0.39
100	26.72		-39.11		-0.98		43.77		-3.15		-5.79		-4.64
101	14.18		-70.56		-6.76		49.12		7.41		-1.92		8.28
102	70.31		-3.19		-71.92		70.82		5.37		7.53		3.51
103	75.68		-88.47		-38.32		-70.29		-7.85		6.44		-3.19
104	97.75		-83.64		-0.16		-75.65		-3.68		-0.94		6.90
105	40.46		34.58		-52.99		-77.93		-1.17		-0.70		-1.73
106	44.87		91.64		-63.24		-60.89		-4.68		-5.39		-3.02
107	96.42		89.12		-31.34		55.52		-6.59		2.58		-5.52
108	5.68		36.10		91.27		-20.74		6.97		-7.99		8.48
109	85.52		46.78		71.72		92.29		2.06		-9.04		-8.96
110	41.63		69.71		-78.54		11.90		2.69		-3.02		-1.05
111	93.93		5.05		51.67		-28.33		-2.41		-6.94		-6.09
112	24.36		1.83		94.69		-17.45		0.67		-2.03		5.60
113	73.60		-9.47		23.88		40.41		-0.40		-3.46		-4.35
114	56.92		37.31		55.67		42.56		8.90		1.58		-7.28
115	75.58		-93.21		15.66		-16.75		-7.80		9.71		-8.12
116	4.31		-43.46		16.35		6.94		-1.84		-1.28		-9.27
117	77.96		43.06		39.44		86.43		2.69		-5.69		-7.19
118	24.04		-80.15		73.15		23.11		8.31		4.15		4.12
119	54.96		57.54		-28.39		-13.69		4.77		-0.33		-1.14
120	9.11		13.76		4.38		-18.47		6.24		2.73		7.67
121	10.36		97.22		69.67		-88.58		-7.95		-4.93		-2.32
122	12.65		-20.14		19.02		75.56		4.46		4.97		-6.86
123	27.58		-68.84		-67.08		-41.88		-1.00		4.61		-4.66
124	4.70		-64.38		-18.30		59.00		-0.44		1.39		2.42
125	67.29		-65.38		-66.40		46.94		-5.34		-3.05		-1.09
126	68.19		-57.80		23.11		-26.07		-3.68		-7.60		-5.20
127	44.43		50.06		-26.49		-93.59		-3.15		7.64		5.50
128	28.01		78.59		16.16		-60.04		4.53		-2.92		-6.72
129	58.38		-49.96		-30.00		-69.72		-9.02		4.36		-7.15
130	49.97		-27.06		-9.53		-94.19		2.09		-9.78		5.82
131	33.40		-19.68		-95.94		-31.04		-7.70		-2.40		-8.98
132	47.81		69.80		22.67		81.25		-7.39		-7.25		-0.21
133	17.29		-49.05		-22.11		47.94		-3.96		8.29		4.45
134	14.01		69.86		-16.20		59.96		9.41		1.13		-9.97
135	7.59		-65.10		-88.34		-74.22		-0.13		-0.12		-0.11
136	21.53		-81.39		58.25		-81.22		-3.47		-6.35		-5.79
137	44.63		64.27		-28.43		-45.80		-3.59		7.46		5.99
138	15.03		-15.01		28.02		98.72		7.01		-1.48		5.52
139	97.50		-99.19		9.65		58.15		-5.05		-3.96		-5.31
140	13.32		-86.45		-47.95		-20.65		3.89		-4.36		-6.11
141	17.78		-42.28		-80.21		-56.84		-5.86		2.13		0.09
142	69.48		-5.98		-88.73		6.73		-6.35		3.64		9.90
143	97.03		20.12		99.65		89.27		-2.81		-4.24		-3.23
144	93.03		97.21		-53.82		-87.52		-8.29		7.75		1.39
145	77.32		77.77		42.53		49.37		-5.92		8.31		-3.55
146	5.78		-1.22		-20.22		32.78		-6.49		-0.93		-6.46
147	63.13		-42.39		-62.94		-47.64		-4.99		-3.01		5.42
148	84.34		-97.55		-6.48		15.32		6.42		0.22		0.25
149	47.81		-16.24		-94.48		36.71		8.23		-8.46		-3.60
150	18.83		-26.91		-30.70		63.03		2.40		-8.42		-5.56
151	38.31		-36.40		-76.85		68.24		3.72		9.76		0.90
152	89.28		74.71		-63.48		50.91		-2.52		8.25		7.79
153	34.87		-65.39		-37.81		44.23		9.43		6.30		0.98
154	82.84		-41.23		55.70		-65.66		5.24		-4.52		-2.00
155	39.88		23.84		-33.45		-85.81		5.63		-6.11		-6.88
156	49.78		65.95		44.52		-44.26		0.24		-4.38		-0.48
157	6.81		-29.58		62.94		14.43		7.69		6.27		9.88
158	54.91		26.28		-61.30		-63.74		-9.44		-9.73		8.77
159	30.74		-99.51		46.56		-3.36		-3.47		3.21		-9.66
160	71.25		88.29		-48.13		33.33		3.32		-2.73		-7.54
161	58.42		-12.09		-74.67		84.75		1.11		-7.03		-4.74
162	2.51		-0.16		34.18		87.45		4.31		-0.60		5.67
163	93.11		-66.26		36.63		-11.73		3.75		7.58		0.79
164	74.95		71.66		-46.34		-86.56		0.05		-9.20		1.23
165	52.64		68.82		30.78		-3.59		-2.61		-0.94		-6.90
166	96.27		-29.95		-47.06		43.91		0.75		5.26		4.13
167	29.71		-84.53		-98.46		-15.78		8.12		1.79		3.45
168	91.07		51.17		-8.71		74.09		4.55		-5.26		-5.69
169	47.39		10.10		79.31		46.36		-4.09		3.09		9.34
170	77.10		-35.54		55.28		69.61		8.55		7.32		-3.16
171	1.98		-73.21		83.77		-8.81		-7.39		6.74		1.84
172	13.31		-91.78		48.28		35.72		-3.32		2.54		-5.52
173	18.40		16.16		99.83		57.02		-4.61		2.49		6.58
174	9.01		17.29		45.61		32.46		5.10		-5.72		0.94
175	37.30		-39.76		46.92		-87.69		-4.55		-8.31		-0.65
176	88.97		52.85		24.36		85.95		8.02		8.68		7.82
177	11.41		-57.13		79.91		-71.52		4.42		-1.71		-8.68
178	80.14		-30.27		39.41		82.93		-2.98		7.62		0.15
179	76.77		-12.11		-27.54		-83.77		6.02		3.99		9.70
180	46.71		1.39		-34.92		16.20		-4.37		-3.75		-0.85
181	82.34		-23.33		48.21		-89.53		6.71		-9.44		-1.54
182	57.48		-32.21		-65.05		-40.25		1.97		-2.73		-6.09
183	40.28		72.79		-5.76		-74.56		3.14		-1.89		-8.92
184	82.21		-79.99		49.79		73.49		-6.98		-6.39		4.90
185	58.41		-76.36		72.60		26.26		1.91		-8.01		-1.59
186	73.94		29.17		51.38		-28.36		-8.92		-0.72		0.93
187	81.96		-37.38		40.14		33.80		-9.50		1.66		-0.20
188	32.33		-62.05		59.90		79.62		-6.55		-2.42		9.40
189	4.05		61.67		-1.98		34.92		-4.19		-4.68		9.84
190	13.56		-6.29		61.38		-79.01		9.16		4.21		2.14
191	41.54		-42.69		-40.98		89.44		-0.74		1.00		-1.77
192	65.84		64.33		84.27		-65.31		9.69		-7.91		7.79
193	53.26		40.32		38.59		21.21		-7.24		-9.58		-7.63
194	70.53		-57.97		5.97		5.98		1.57		1.77		7.68
195	98.20		-72.91		87.58		46.17		7.92		-3.53		-6.66
196	92.97		69.31		88.32		-13.97		-6.77		3.43		9.22
197	3.95		43.41		-87.35		75.59		1.14		-0.32		-9.68
198	92.80		-21.44		92.58		-48.23		-0.03		3.39		-2.19
199	53.41		89.09		-21.67		49.76		9.81		-2.21		6.37
200	35.33		-81.73		76.19		-27.13		9.09		4.44		8.48
201	6.25		86.58		22.29		-93.85		3.53		2.47		8.17
202	79.91		66.55		13.68		59.61		-4.21		0.88		-0.39
203	35.52		20.57		82.56		74.83		-1.77		3.99		0.60
204	74.60		62.89		13.50		-95.53		1.43		-7.35		-9.16
205	88.16		71.47		41.20		-98.36		-6.18		0.20		-5.10
206	78.25		54.79		-84.50		-24.30		3.50		-5.79		6.38
207	3.71		16.97		77.74		9.33		5.56		2.38		0.00
208	65.84		5.24		40.47		29.80		7.95		-9.19		3.07
209	23.87		-97.50		68.86		55.77		8.60		4.39		3.62
210	29.75		-62.07		-71.78		-85.57		3.50		-7.36		7.49
211	94.48		51.76		16.34		99.05		6.96		8.81		-5.39
212	56.41		-73.12		91.18		-84.89		6.35		1.00		1.88
213	10.62		38.93		-55.58		-11.35		5.59		6.65		7.42
214	4.64		-90.29		51.94		26.33		-4.91		5.49		9.68
215	38.35		-10.71		-92.50		63.56		-3.68		5.38		6.12
216	28.93		20.60		21.11		-56.28		-1.57		1.72		-9.96
217	25.79		3.37		-44.26		-29.04		-7.31		0.73		-7.04
218	62.68		-53.94		-42.62		-39.91		-7.89		0.86		0.12
219	12.14		-11.76		-25.75		37.77		8.29		-6.24		0.71
220	72.11		60.04		65.23		-70.76		-3.28		-4.06		4.56
221	17.36		-32.96		28.60		-21.43		3.64		-7.91		1.42
222	34.03		-28.97		-76.60		26.30		-2.76		4.59		-4.71
223	50.07		-68.65		10.49		40.93		-8.07		-1.29		-2.18
224	70.32		4.81		-0.57		-51.12		8.33		-3.44		-0.55
225	67.67		78.73		-42.06		-23.63		5.32		-2.97		-4.77
226	1.96		79.95		0.02		20.02		5.80		3.99		5.51
227	69.62		-82.85		-67.33		12.33		-2.67		-8.74		-6.16
228	29.67		21.08		73.68		-57.14		-1.04		3.55		9.93
229	96.27		49.83		51.31		-57.05		7.18		9.73		-8.19
230	44.83		21.27		-92.13		63.75		-9.45		6.79		7.06
231	1.35		11.47		74.47		-6.72		-1.26		6.33		4.32
232	21.60		5.24		95.74		-66.15		2.01		4.92		-7.90
233	71.68		-19.83		13.00		75.61		2.15		-3.72		-6.25
234	35.05		2.46		-42.92		30.28		1.30		-7.67		-0.96
235	38.05		58.81		14.83		95.97		-9.71		3.63		4.73
236	67.79		-9.63		-83.32		-75.32		-2.37		9.01		9.73
237	77.41		-73.43		-49.24		28.04		3.84		-4.16		-8.72
238	54.20		-62.75		5.20		9.48		-1.82		-1.99		-5.85
239	10.11		59.25		94.41		-48.21		-6.08		4.99		-2.04
240	69.81		40.75		-52.38		-35.32		-9.00		-4.83		-6.75
241	53.32		-18.67		61.86		5.75		-6.71		4.54		9.97
242	15.52		40.27		-58.00		16.37		-4.05		-2.77		8.64
243	85.75		-81.02		36.00		-62.65		-5.12		-4.37		2.30
244	34.46		-36.59		-56.48		76.42		-2.07		8.91		-3.72
245	64.25		-61.76		-19.63		-72.49		-5.04		8.38		-2.89
246	58.27		51.76		-47.76		-18.42		9.03		9.20		1.52
247	90.57		-56.78		-22.14		97.81		6.48		-6.58		-3.08
248	7.50		-78.41		-75.31		-41.18		-0.95		6.24		3.74
249	2.16		63.52		-34.34		-79.80		-8.02		-2.24		-8.59
250	82.18		-63.13		42.36		-28.20		7.50		-8.12		6.88
251	7.41		-80.78		-3.46		-4.82		-8.69		5.54		-5.56
252	45.60		-73.49		74.01		58.94		4.51		9.19		-9.23
253	20.00		22.46		-88.87		39.15		-0.99		3.11		3.46
254	26.55		38.64		-63.39		-30.14		6.52		-9.57		-8.31
255	45.14		-12.33		-90.52		43.81		-4.53		-2.95		1.40
256	45.79		-21.10		-30.71		81.89		2.63		1.41		1.16
257	16.72		-16.39		50.25		44.73		2.59		7.78		1.42
258	15.27		-32.06		35.06		32.91		2.62		8.86		-5.75
259	31.88		53.36		-45.95		2.99		1.27		7.15		7.63
260	75.35		-31.75		-86.15		-68.46		1.28		4.21		-4.44
261	58.08		-90.93		-68.40		94.00		4.80		8.46		5.94
262	97.96		16.17		-0.27		16.89		1.83		-8.50		9.67
263	17.94		48.14		29.26		-30.66		-6.08		-1.32		-6.93
264	27.14		-33.62		3.72		-97.81		2.13		-5.18		9.10
265	93.78		38.21		-5.44		-99.05		-9.91		5.44		7.13
266	56.05		64.50		87.57		18.66		1.74		8.53		-3.39
267	82.67		9.77		-86.48		-55.02		-4.32		2.89		-1.91
268	54.86		-26.54		-42.59		-18.16		-6.19		7.00		-8.32
269	27.62		-33.46		29.39		-78.60		-4.94		2.89		-4.06
270	91.44		33.26		-38.09		-11.21		-4.58		8.54		-6.16
271	13.50		67.47		82.07		-39.38		6.73		1.83		-9.46
272	78.25		1.20		-39.98		56.28		-5.54		-8.47		2.28
273	55.85		6.36		-97.49		12.70		-9.39		-8.96		2.85
274	18.12		31.33		52.89		-38.47		-5.27		-2.18		-8.94
275	92.30		-92.95		-81.65		-26.43		3.07		-0.14		-5.76
276	21.12		34.53		-46.79		-94.73		8.59		4.89		4.40
277	84.45		-53.79		-82.30		83.22		-5.79		-6.99		2.75
278	94.97		-57.71		-96.89		31.73		-7.14		-2.88		5.44
279	99.14		-17.51		97.82		46.32		7.36		-2.19		1.72
280	31.13		-81.31		54.99		-54.14		9.87		-2.83		-0.30
281	13.70		-99.22		-87.27		-81.91		3.87		-9.18		-9.76
282	88.90		-31.33		-62.03		-85.34		-1.81		7.14		-5.72
283	28.39		92.59		-47.78		-16.38		9.68		2.99		9.27
284	5.21		0.18		73.72		-48.70		5.00		3.48		-6.52
285	9.75		-81.15		-36.45		22.61		7.69		-5.95		-1.27
286	94.23		32.39		-93.77		54.79		-4.84		-2.33		3.72
287	64.63		-46.44		45.60		-90.47		-7.12		1.52		6.47
288	5.71		88.99		59.74		-52.48		4.18		-1.89		-4.10
289	80.52		5.05		-48.73		-99.54		0.64		-2.50		-8.54
290	9.59		-61.45		55.44		65.64		3.60		5.02		1.62
291	83.21		-38.57		-53.97		87.99		-9.44		8.46		5.48
292	48.52		-98.99		57.09		58.76		7.46		8.29		-5.00
293	51.19		50.27		-15.80		-39.72		5.81		7.72		-7.52
294	26.33		48.48		-88.17		17.42		-1.86		-5.42		3.54
295	21.02		-69.19		85.26		53.73		3.19		-4.08		-2.88
296	30.84		0.77		-72.95		61.66		-1.31		-3.79		-6.97
297	84.81		95.43		-0.21		-79.02		-5.29		7.64		-8.29
298	76.58		4.96		44.26		-46.87		-9.54		5.82		-2.51
299	34.82		19.25		15.32		72.17		7.84		2.43		-2.20
300	33.74		77.37		-27.36		46.36		9.23		-4.47		5.31
301	12.49		-20.92		-72.44		27.99		9.25		8.37		-2.60
302	70.42		2.16		-17.12		58.82		4.85		0.84		3.46
303	52.96		5.32		51.08		48.79		9.29		2.44		1.53
304	63.59		20.26		-51.65		-3.34		-1.68		-5.29		6.10
305	78.56		-53.02		-58.07		-95.22		5.86		0.05		1.83
306	76.63		96.58		-82.32		-34.41		9.66		3.77		9.92
307	54.98		-12.89		96.37		23.02		7.63		-3.08		-2.62
308	56.64		-43.08		-32.99		-34.21		1.98		8.18		2.80
309	76.16		-27.22		-49.96		42.65		-7.75		-5.08		6.20
310	79.43		51.82		-28.12		24.29		-1.81		5.45		7.36
311	17.61		-32.55		39.75		-90.36		3.52		-0.05		-6.24
312	62.65		-39.65		-51.22		1.01		-6.00		5.54		-5.72
313	8.32		59.73		-53.60		-64.69		-6.17		-2.50		5.25
314	85.62		97.21		29.39		9.67		-9.83		8.37		6.39
315	52.80		66.92		91.98		12.23		5.41		-1.45		6.18
316	72.99		-20.96		87.55		-73.08		-8.88		-7.03		-7.22
317	45.73		-89.96		60.97		93.78		-6.18		-4.30		9.72
318	50.44		12.16		38.78		59.06		-0.44		-9.20		5.13
319	97.24		36.35		-78.71		15.33		-8.31		-3.64		9.23
320	71.44		-28.55		39.92		63.78		5.45		8.45		-8.27
321	58.89		-23.90		62.45		-48.10		5.65		-8.37		-2.15
322	53.28		17.96		96.46		-86.22		0.45		9.46		6.24
323	55.43		-52.61		-46.39		1.90		-6.63		0.47		-9.63
324	68.31		65.24		3.06		-82.72		-2.83		1.44		-5.71
325	60.91		-2.05		-34.17		-0.24		2.59		4.26		-5.17
326	56.68		-82.99		-5.96		9.31		2.24		-0.13		3.71
327	4.81		80.40		97.25		55.58		5.64		-0.11		1.78
328	12.96		-28.54		-94.32		-75.09		3.37		0.19		-0.62
329	48.30		-6.14		-19.86		-15.65		7.04		5.68		-5.19
330	55.63		27.55		52.47		-81.47		-7.30		-0.00		-9.46
331	71.12		9.77		-8.26		-83.63		7.56		-8.21		4.85
332	73.97		-2.81		-50.78		48.25		1.72		4.01		-3.50
333	5.56		35.07		-29.22		79.87		-6.38		5.15		-9.33
334	42.06		-25.33		55.98		72.09		8.71		5.44		-7.59
335	53.82		-66.51		-85.81		-71.73		4.76		-4.19		-4.70
336	45.14		99.20		-12.06		-51.09		-7.83		-6.89		-6.11
337	70.58		78.95		-20.93		18.21		-4.24		-3.75		0.17
338	82.22		56.88		-16.33		-85.97		9.35		4.61		-0.59
339	77.60		-28.06		48.34		24.39		5.90		-6.03		0.90
340	49.93		-97.66		-71.65		33.97		-6.20		8.21		-0.51
341	2.80		-96.04		-66.85		-4.08		3.78		-8.38		-5.09
342	60.50		-53.54		15.56		52.65		-0.35		-9.16		5.30
343	35.72		57.08		-7.08		72.95		3.80		-6.93		3.50
344	25.93		-78.33		3.50		-98.32		2.52		3.88		-1.89
345	46.63		-89.21		93.04		-60.72		-3.91		-2.05		9.08
346	25.27		-3.21		30.62		-61.77		5.08		-2.60		-7.46
347	15.91		45.02		1.04		69.68		-5.47		-8.45		3.90
348	42.89		-62.52		-9.99		-38.33		-2.44		1.34		1.41
349	65.48		23.41		58.24		-87.31		5.49		1.35		-5.35
350	75.82		92.98		35.77		51.55		6.57		-0.85		-3.83
351	12.99		-26.10		-48.09		47.05		0.62		-3.17		-8.53
352	73.58		66.30		-56.66		-1.69		0.30		-9.21		-6.21
353	82.44		-63.21		59.21		-39.42		5.73		5.47		-3.07
354	45.82		-7.43		-3.63		-42.37		-5.52		-9.09		-2.97
355	85.89		98.00		-11.41		-73.80		-4.60		-1.15		7.32
356	36.89		95.14		-58.73		-4.87		5.33		-9.92		7.60
357	72.43		-76.56		-79.95		65.46		-2.35		-2.76		-4.60
358	36.51		78.37		-93.87		86.79		5.93		0.32		5.04
359	46.44		-93.48		0.34		83.23		-0.98		4.52		6.16
360	26.48		-3.15		23.70		87.21		-6.37		-5.77		-5.77
361	22.24		-93.08		75.24		-6.30		-6.99		0.39		-4.66
362	51.99		-7.49		54.05		66.68		-4.24		2.30		8.16
363	9.15		-67.44		74.36		66.88		6.56		7.08		8.01
364	15.50		-34.99		23.61		37.08		-3.61		-9.06		-2.26
365	97.48		-94.45		49.88		-0.57		-7.45		-0.48		-5.83
366	34.91		-13.09		23.66		27.15		-3.83		-1.83		5.67
367	38.62		-43.48		17.65		37.97		-0.38		7.38		6.35
368	82.79		-61.49		80.16		-80.75		6.70		-2.65		-6.33
369	91.84		15.24		-5.66		-68.41		8.54		-4.57		-8.38
370	69.57		-2.05		52.88		-3.84		4.55		-0.88		-9.10
371	74.36		28.02		-54.11		24.90		-6.60		9.83		-8.36
372	33.49		-16.37		53.71		-37.39		-5.38		4.12		-0.82
373	34.90		-36.22		-60.62		-74.76		-2.35		-2.10		9.30
374	89.28		-15.09		-36.64		-19.97		-7.05		-1.88		-4.86
375	41.46		54.57		37.68		-43.26		5.33		5.10		-4.37
376	89.95		34.27		43.51		-59.50		-2.88		9.12		-3.74
377	95.99		-34.49		-93.46		-57.08		2.80		-6.55		1.81
378	66.81		81.87		-6.93		-40.84		6.30		-0.82		-6.04
379	17.77		-74.85		47.77		43.03		7.01		-7.03		-6.27
380	15.53		9.95		-58.61		-20.43		9.54		-9.12		-5.79
381	82.19		-33.27		80.90		83.44		6.59		7.75		4.56
382	83.57		-8.46		-44.00		-24.12		-7.16		-2.50		5.67
383	56.97		-67.82		-62.55		-53.58		-5.21		-8.79		7.24
384	93.81		76.32		-34.53		5.27		-1.04		-5.50		6.53
385	34.16		69.71		-37.27		-64.12		-2.90		1.34		0.81
386	96.77		-11.34		17.22		25.00		-9.59		-6.06		3.88
387	76.88		-41.72		-46.78		-35.88		-5.61		8.09		-8.05
388	10.96		14.98		89.70		-93.05		-5.00		1.67		6.77
389	41.49		-92.63		34.43		48.87		2.14		4.33		1.04
390	46.54		81.68		-59.32		23.68		-1.95		4.10		-1.98
391	7.33		3.39		-66.99		30.92		-3.88		2.91		8.37
392	51.71		-86.17		-52.10		66.69		5.82		3.92		1.95
393	74.87		-60.21		98.32		57.76		-2.85		0.55		8.92
394	39.34		-73.98		91.28		-7.36		6.04		9.62		9.28
395	15.03		-17.96		-84.74		-74.73		0.43		-0.61		5.18
396	36.60		45.97		-88.62		69.33		-0.40		9.33		1.25
397	70.09		15.07		41.26		17.11		9.70		-7.20		1.40
398	95.09		28.31		92.39		3.51		4.61		7.13		4.09
399	91.22		48.19		-88.97		-2.18		-8.31		-3.31		4.35
400	70.19		-72.83		-1.81		-40.86		-9.49		-7.54		-1.84
401	94.49		74.27		-81.66		-37.22		5.66		-6.07		-0.81
402	97.59		-66.38		-53.41		97.55		-0.38		8.60		6.60
403	83.57		-41.57		38.31		36.05		1.30		0.48		-1.57
404	58.71		-41.94		64.28		-12.30		4.88		5.42		2.75
405	56.87		93.47		83.19		40.53		8.29		8.34		-5.22
406	88.06		18.20		-12.53		8.52		1.22		4.85		5.74
407	34.37		7.44		-38.48		-78.31		1.09		-9.60		-9.71
408	44.13		-29.45		-83.05		-83.28		9.98		9.18		3.11
409	23.71		-43.25		-7.84		98.22		-6.96		3.54		9.98
410	63.11		-30.91		56.41		-28.21		0.48		3.62		4.67
411	96.76		-87.42		-81.82		94.03		1.05		-8.34		3.46
412	9.95		-8.19		54.52		-69.47		-7.83		-2.23		8.73
413	94.88		-97.72		-21.42		5.76		3.62		1.38		4.96
414	65.74		-49.26		-95.51		-84.03		-1.07		0.37		6.83
415	70.85		-97.33		90.72		20.52		4.25		0.01		2.29
416	30.01		-39.33		-18.29		16.80		4.30		5.95		2.31
