Read 3000 bodies from file dataset/bodies_3000.csv
Using 5 MPI processes

Initial state:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
90	67.33		87.90		-34.67		-40.74		-8.08		9.71		-6.58
91	33.23		-47.48		52.13		-52.51		2.71		9.97		-7.58
92	87.47		-49.47		52.81		-3.03		-6.02		-3.52		8.89
93	90.24		93.05		-39.93		75.26		-2.50		-1.88		0.05
94	16.37		53.07		10.12		-83.59		0.68		-7.08		4.12
95	19.18		21.52		31.60		30.59		-3.07		5.82		-4.99
96	78.20		-40.19		87.41		-71.69		0.52		-3.94		-9.14
97	28.88		-63.43		44.69		-2.77		2.76		-4.34		9.32
98	15.88		-39.14		-94.70		-40.30		-4.63		2.16		5.27
99	32.31		-12.59		-31.86		-41.14		-8.52		-1.89		3.05
100	3.32		-42.80		-60.09		11.09		-7.09		-0.32		4.62
101	60.68		-89.89		-29.23		-8.50		-1.42		-3.98		9.41
102	89.29		-92.56		-82.36		78.89		-7.31		-5.51		-5.92
103	66.43		-51.53		17.56		68.19		4.63		-7.29		-3.17
104	58.69		87.73		-19.56		-98.61		-7.75		-8.31		3.26
105	56.02		-55.10		15.35		30.29		0.13		-7.35		-5.99
106	59.51		-44.79		38.54		93.05		-7.08		-1.22		0.19
107	94.29		-74.55		85.14		-24.58		3.08		-7.02		3.17
108	49.22		-25.25		7.62		13.05		2.02		-5.31		5.61
109	9.98		-86.67		-54.72		-56.99		-5.40		-0.18		-1.16
110	9.56		-69.40		80.70		-25.19		9.66		-4.22		-0.58
111	34.76		36.35		65.58		52.49		1.79		-2.06		-0.14
112	12.54		74.12		-36.00		14.26		7.31		5.58		7.09
113	25.95		-50.13		83.97		85.76		9.84		-8.48		3.19
114	41.26		-11.14		-1.90		37.02		-5.08		-9.19		-6.11
115	48.30		-91.97		-90.02		-89.55		-6.54		-3.04		-6.65
116	16.12		-23.79		-44.86		-37.19		0.60		0.69		-1.78
117	42.43		-22.05		-69.13		90.66		-3.42		-3.83		4.28
118	42.79		41.44		-91.71		-99.56		-5.89		8.98		-5.09
119	34.79		72.98		-57.81		-10.29		0.81		-5.10		1.13
120	78.56		-11.23		30.37		-53.93		3.60		3.47		-0.46
121	89.14		37.07		-84.97		-74.15		0.47		4.15		-9.32
122	1.77		61.05		-29.34		87.97		-2.29		7.44		3.24
123	16.50		-95.46		45.71		-29.81		5.27		-3.72		-2.60
124	81.20		79.69		-35.33		-26.62		3.69		-0.77		7.56
125	8.47		-95.38		-39.13		-63.86		4.86		-7.68		-6.39
126	88.59		-44.54		-69.01		-73.99		9.27		-3.34		4.70
127	48.14		15.99		21.52		-2.64		-0.84		-6.11		-0.56
128	44.29		-25.52		-33.13		-18.43		-9.11		6.47		0.85
129	46.24		39.54		-53.10		7.80		6.14		-7.30		-8.06
130	74.70		75.20		82.62		-22.47		7.07		1.13		4.50
131	14.52		87.78		54.74		-11.91		-8.81		-5.70		1.29
132	53.27		-27.82		-31.24		39.21		1.38		0.23		-7.95
133	69.86		-71.44		89.78		40.44		-9.09		3.32		5.69
134	26.91		59.82		57.30		-82.05		-4.37		-4.93		-5.95
135	84.38		-54.37		15.52		18.97		-2.82		-3.83		-0.32
136	2.51		-21.65		19.18		34.30		8.54		8.46		6.63
137	5.61		-71.06		37.57		-26.45		-4.05		-3.29		3.75
138	88.78		70.76		-76.60		99.70		-8.24		5.59		-9.76
139	62.01		-59.27		33.58		-1.93		5.91		2.31		-3.09
140	68.31		75.37		33.23		38.16		1.84		0.51		-2.14
141	86.78		81.78		-71.40		46.39		-7.97		-8.27		-4.09
142	56.33		-90.99		25.09		-57.34		-0.09		0.31		-1.38
143	41.53		10.93		96.58		59.77		9.77		1.78		-4.48
144	36.50		25.61		34.57		-57.41		7.23		-7.88		-5.64
145	90.01		-91.22		-7.03		-24.71		-2.61		-6.71		5.35
146	19.98		-27.58		-61.06		14.84		-4.07		8.43		-8.03
147	5.64		27.52		37.09		-1.28		-9.47		-0.85		0.95
148	18.15		85.86		21.55		-4.36		9.11		6.73		-3.88
149	9.35		76.03		91.40		-5.95		-3.37		3.82		7.28
150	34.81		20.57		92.95		-91.13		-4.40		-6.19		-3.41
151	15.29		92.47		-83.96		-11.45		4.56		-9.97		-5.25
152	34.29		4.60		13.23		-6.59		0.47		-1.09		8.53
153	2.09		-11.21		53.73		78.30		5.12		0.46		6.54
154	41.45		84.22		-71.45		13.01		7.25		7.35		4.06
155	38.80		-96.61		-74.66		49.29		-3.31		1.95		-4.56
156	2.86		-70.88		-87.84		-85.94		8.14		9.33		2.02
157	17.26		8.53		56.79		9.05		-7.67		4.05		8.59
158	1.18		-78.17		-31.22		92.76		3.95		2.17		-4.62
159	13.13		-61.08		-2.57		45.99		-2.76		-7.70		4.39
160	96.13		43.04		-41.63		28.71		-5.47		0.91		7.58
161	10.20		-16.78		74.14		97.24		7.42		-9.47		7.38
162	52.24		64.92		49.89		-9.96		-6.65		-3.04		-2.90
163	92.75		-45.45		0.74		61.26		4.17		9.79		-3.45
164	50.27		-55.22		34.94		46.12		-3.52		9.32		-8.21
165	29.97		-90.79		-89.00		82.86		4.11		-1.46		3.04
166	44.55		-68.24		-48.15		37.09		-1.75		8.95		7.88
167	12.18		-30.05		-79.80		-46.89		0.35		6.40		2.35
168	56.72		17.01		-93.08		30.77		5.09		-3.61		-9.05
169	25.56		56.24		62.98		9.53		9.70		1.00		-5.72
170	39.39		-6.75		70.77		-65.25		-1.35		-5.23		-1.05
171	2.69		95.97		-82.62		96.35		-5.10		-4.30		8.09
172	41.61		-22.04		41.76		31.52		9.37		-7.63		-8.26
173	99.60		-58.77		-39.13		-84.90		-4.87		-6.84		-0.85
174	19.75		-74.62		49.53		3.65		-7.93		-7.09		-7.96
175	2.92		82.72		-74.46		88.22		-0.41		-6.06		-1.55
176	65.40		-84.19		96.20		59.12		9.33		-5.44		6.12
177	80.29		54.55		52.12		84.24		-2.98		-0.00		-7.49
178	86.91		-77.70		-90.89		88.64		-8.31		-9.13		2.85
179	3.30		-76.95		90.98		20.96		-3.93		6.54		1.48
180	93.15		83.41		45.42		-7.66		8.08		6.01		-0.64
181	37.32		-48.43		43.54		36.02		0.66		-4.47		9.23
182	42.50		22.79		-15.63		22.01		-3.84		-7.43		-1.09
183	61.61		-94.23		20.93		59.29		1.13		-7.57		-0.08
184	47.59		59.63		48.15		-96.37		-2.51		-0.13		7.88
185	59.30		75.86		-9.35		-11.66		-0.10		7.98		-3.21
186	75.09		41.27		-34.67		25.74		6.00		-0.12		2.68
187	96.63		-76.57		-72.05		6.21		6.77		-2.98		8.81
188	70.92		-45.29		-38.49		-25.60		4.77		2.75		4.43
189	84.74		-82.23		-53.11		-15.52		9.61		4.92		-5.87
190	19.22		52.55		61.60		8.27		9.55		4.54		-3.93
191	65.45		28.90		-94.61		-40.80		9.41		-3.30		5.16
192	50.43		-3.73		22.60		-7.26		-3.48		-0.15		8.11
193	51.10		6.07		-29.48		74.00		-8.14		9.02		-9.75
194	31.32		42.88		3.50		61.10		9.63		-1.87		7.52
195	20.95		-96.75		5.59		19.70		7.92		1.83		-6.30
196	57.35		-59.35		-18.88		29.44		9.90		9.30		9.53
197	91.02		-84.19		-32.30		1.34		-8.09		-1.44		-8.49
198	97.08		-91.19		-7.43		56.69		0.14		4.48		8.08
199	6.91		-73.45		-1.71		-45.03		0.82		-0.31		-3.78
200	39.72		62.20		94.58		97.49		-3.52		-0.89		-3.99
201	14.45		37.57		-28.27		38.94		-4.72		-9.26		5.98
202	60.90		71.17		-99.78		-32.18		6.55		-4.61		3.35
203	5.03		90.31		56.05		96.71		-0.68		8.49		8.34
204	7.27		-79.93		-86.61		61.74		5.30		0.95		6.14
205	45.71		-46.08		33.04		54.02		-8.95		2.24		5.30
206	88.57		-87.47		-36.11		47.33		8.91		-4.60		-0.51
207	1.85		-17.53		-22.18		-44.97		4.57		5.19		3.92
208	15.14		48.46		13.23		87.75		-4.83		5.98		-8.46
209	70.15		66.52		-37.86		-87.20		-7.50		8.75		3.63
210	4.50		-10.26		20.26		36.91		9.01		-0.92		-3.27
211	62.27		-89.92		-86.15		41.63		5.90		6.90		-0.36
212	67.93		-59.32		-13.13		-71.90		-7.49		6.35		1.36
213	43.33		99.60		-76.85		-10.67		-8.54		-3.44		7.60
214	16.62		-14.64		-30.61		97.25		-2.82		5.68		-8.20
215	79.83		-97.32		80.85		-57.56		3.85		0.99		-7.20
216	19.41		47.69		-2.27		12.98		7.15		-6.18		-1.82
217	5.02		95.37		68.84		-85.58		-1.09		-3.34		-7.44
218	99.53		-8.12		-8.09		-77.26		-4.27		-6.52		-2.24
219	46.32		-64.82		-30.50		-69.18		-6.03		8.37		-3.28
220	61.31		-99.46		-43.93		78.03		7.37		1.52		0.94
221	48.69		29.44		-90.32		79.52		2.56		-5.61		-6.35
222	28.44		-74.98		50.72		87.78		-1.51		-0.60		8.60
223	21.29		-26.63		-69.59		-26.09		-5.31		8.13		4.27
224	77.29		84.24		49.36		-6.46		7.58		1.06		3.27
225	23.42		-86.48		94.80		-63.93		-3.89		5.79		2.83
226	84.12		84.27		-63.52		39.05		-0.16		2.18		-7.06
227	36.03		9.51		94.36		98.10		-1.02		0.29		-3.41
228	98.20		-31.55		19.49		67.10		-5.30		-6.45		9.51
229	67.54		50.30		98.07		71.18		-2.87		-7.57		-1.41
230	77.41		-13.87		-81.49		19.19		5.88		-4.30		8.99
231	70.53		-31.18		49.18		80.79		-5.94		-7.09		-2.26
232	11.03		-33.09		60.06		-69.54		7.08		1.42		-0.26
233	43.04		65.76		95.46		-95.62		-4.87		-0.89		7.73
234	87.03		85.59		-58.03		-65.95		5.46		6.91		0.91
235	13.64		83.98		-41.04		48.18		-1.29		-2.05		9.10
236	6.24		41.62		69.49		-30.77		0.89		2.44		-5.64
237	68.56		-39.58		-41.11		98.03		-3.24		1.79		7.67
238	83.67		-78.55		-90.23		85.72		-7.67		-8.07		-3.36
239	14.14		76.76		49.00		-57.64		4.44		4.82		0.52
240	28.11		85.52		-97.99		24.15		0.30		-4.08		3.01
241	85.12		51.28		-72.21		-47.44		8.80		4.80		4.24
242	45.83		-83.74		-3.11		10.13		6.78		0.59		-2.06
243	52.30		-87.12		-55.41		-81.69		4.16		-5.56		1.42
244	96.22		-53.86		-40.48		-40.00		1.35		3.54		-7.62
245	18.35		-15.34		46.71		-8.85		-1.07		-4.83		1.93
246	42.42		-2.95		65.31		-41.30		-5.79		2.98		-5.77
247	2.40		-44.19		63.60		85.77		-2.39		-5.04		-5.70
248	47.95		-60.34		14.43		52.51		8.43		3.14		8.54
249	83.19		-52.40		-15.62		19.99		7.85		0.06		1.70
250	87.36		89.21		-97.21		-92.40		-1.34		-2.70		-4.80
251	29.78		82.97		89.46		-43.66		5.91		5.75		3.32
252	57.17		-31.30		47.74		-53.82		-2.16		-2.47		-3.93
253	77.65		8.86		78.88		-12.68		-0.82		-0.53		-7.47
254	14.64		-50.87		96.32		-11.39		3.44		-6.18		9.90
255	3.07		55.99		-59.84		-52.84		-5.66		8.08		7.84
256	68.01		-3.26		-77.74		27.27		2.31		-6.30		5.54
257	23.51		5.72		93.93		-62.34		-0.49		-2.95		5.81
258	1.60		-96.29		-59.94		-60.58		1.61		-9.37		-3.96
259	25.47		66.94		-94.06		-48.25		-5.36		0.54		-0.01
260	16.20		75.27		75.40		-39.02		-5.74		1.53		-2.78
261	73.87		20.47		13.96		-23.64		7.42		9.97		5.31
262	72.54		-23.49		-8.01		5.37		-5.72		-7.08		0.07
263	2.90		-26.47		39.80		-73.00		6.14		7.79		8.52
264	35.27		-73.13		-99.22		71.34		6.40		-2.85		-9.40
265	64.00		33.75		-35.80		-42.91		-4.44		-0.26		9.48
266	38.94		54.56		47.26		94.57		2.51		2.50		6.70
267	46.64		-16.18		97.29		64.09		4.97		7.88		0.44
268	81.06		-19.58		-30.08		41.87		5.19		1.99		4.18
269	38.64		-40.66		-37.48		-75.07		-1.70		-3.88		-2.34
270	87.06		-79.56		-94.64		-70.14		1.25		5.31		7.60
271	6.95		-35.87		-4.06		13.06		-3.74		-7.28		9.39
272	46.29		-33.35		3.30		-72.80		-9.64		-6.13		6.34
273	55.88		55.50		-81.02		-0.36		2.33		-4.09		2.34
274	82.28		-68.12		-84.56		-95.94		2.32		-5.96		9.84
275	9.43		34.27		94.52		-28.40		-6.97		-6.71		9.39
276	48.13		-31.39		49.20		91.10		-3.72		-2.27		3.87
277	45.13		-54.79		74.72		-22.41		4.71		-9.06		-5.09
278	7.24		29.32		18.40		-96.89		4.89		6.77		9.79
279	55.17		-48.77		95.15		-4.51		7.45		4.84		2.08
280	49.41		-80.71		-22.20		-24.03		6.26		6.89		-9.01
281	29.03		-60.48		-16.45		5.42		-5.63		7.63		-5.05
282	70.70		58.87		-46.74		-33.44		5.11		1.22		-7.64
283	94.05		-8.50		-5.61		-85.89		2.22		4.77		-9.91
284	46.13		-34.82		49.43		-39.03		-1.20		9.53		-0.36
285	59.12		90.36		89.43		77.86		8.84		-4.33		-7.90
286	45.03		-79.23		26.31		92.48		-3.60		9.26		-8.44
287	66.78		-79.07		93.89		28.99		-8.79		5.67		9.89
288	61.84		90.92		79.03		76.72		3.98		-9.40		-5.24
289	79.43		-49.52		-46.19		30.25		7.65		-3.13		7.81
290	66.08		15.10		10.77		-55.66		5.07		-9.55		-1.33
291	37.40		75.33		-69.03		-34.13		2.49		-7.41		6.80
292	46.55		-36.94		-42.18		43.73		6.03		-5.86		2.47
293	75.35		-95.76		-41.09		10.26		8.42		-8.30		2.05
294	86.78		-99.35		-87.79		-36.69		-2.58		-8.64		1.71
295	50.26		-82.39		-3.45		-70.06		-1.92		9.82		-4.57
296	99.55		18.09		28.59		-10.62		7.76		-7.56		7.34
297	96.69		96.51		-19.04		43.04		1.03		7.74		-7.52
298	36.62		54.74		-90.02		38.96		4.76		0.85		-6.96
299	10.23		-12.75		81.64		-4.95		-2.23		-8.33		-3.06
300	87.19		97.65		77.57		22.42		9.85		-0.01		-1.42
301	53.75		77.79		25.06		-78.15		3.93		-3.28		-4.99
302	29.46		23.81		97.87		-27.25		-6.14		-1.57		8.44
303	15.63		-95.57		-68.52		67.71		-3.64		3.47		2.65
304	85.12		-3.81		17.06		-25.42		-2.00		-7.67		7.60
305	80.92		-20.88		22.57		-58.24		-9.03		-3.99		-8.88
306	94.36		-35.07		87.45		65.63		2.83		-5.23		4.69
307	13.00		-67.75		-24.75		26.07		-1.15		9.14		2.07
308	66.82		75.88		-4.30		4.07		6.37		6.04		0.04
309	20.81		-3.36		-52.96		1.55		-4.07		-7.32		0.82
310	84.76		-19.17		-31.04		-85.64		-0.03		1.33		-0.01
311	46.66		34.67		-70.10		38.63		-0.49		7.83		-6.63
312	95.23		92.44		46.09		-65.04		-3.01		-3.45		-1.34
313	80.92		-64.96		-80.88		-12.87		8.74		4.23		8.24
314	35.84		-99.31		-17.39		49.37		-3.51		4.60		-0.43
315	27.29		56.35		-22.47		42.69		8.75		2.03		7.27
316	59.00		-51.46		-63.28		52.19		8.08		-8.03		-9.24
317	24.53		95.88		-14.55		-75.63		-7.34		-3.01		6.41
318	88.95		-73.79		85.88		61.66		7.18		8.85		-9.35
319	91.46		6.98		-53.46		-98.31		-2.74		5.58		4.79
320	85.71		14.62		17.71		66.46		8.08		0.70		2.63
321	71.55		54.65		-83.46		-21.44		-5.74		3.31		0.19
322	32.95		-81.47		-35.73		-41.16		-7.85		-0.12		-5.70
323	66.54		-7.34		-33.10		-24.76		5.23		0.16		-2.79
324	90.43		81.32		67.79		28.61		9.22		-5.56		-8.22
325	6.30		-98.81		-92.39		17.50		7.06		-8.80		8.96
326	53.80		29.10		80.66		85.47		-6.33		-7.40		-5.12
327	75.17		-14.98		56.97		27.36		8.43		-5.07		3.81
328	23.70		44.70		19.90		80.24		5.07		-1.85		-0.33
329	10.98		-89.79		-14.53		39.01		9.32		4.67		-2.64
330	63.27		97.23		-39.71		-77.77		5.22		1.89		-9.21
331	41.45		-98.75		-92.95		-13.05		-4.41		-6.28		6.62
332	22.89		73.83		7.25		65.86		3.07		-4.29		-4.16
333	19.03		46.41		71.66		-40.10		1.48		0.58		4.88
334	37.49		87.96		87.71		9.50		6.48		-1.84		3.57
335	46.93		-35.54		-33.97		81.45		-1.93		6.36		-1.13
336	51.75		72.99		93.54		-12.54		-6.08		4.37		-1.03
337	87.13		35.80		39.79		48.05		1.01		-6.68		-4.74
338	28.52		-30.46		-84.90		-73.52		-1.04		-4.18		8.98
339	26.39		5.52		-50.80		64.25		-7.61		-5.10		8.66
340	15.71		38.39		-12.31		31.72		0.72		7.50		9.77
341	26.25		-12.96		-77.65		-15.76		-4.26		-6.46		6.97
342	11.81		58.52		65.26		17.73		-1.34		-3.88		4.61
343	53.56		4.32		21.53		-88.87		-8.28		8.89		-5.10
344	92.22		-97.85		-48.50		-77.52		-1.91		-2.90		-6.82
345	77.24		6.01		-20.68		82.90		3.81		5.57		9.88
346	55.97		86.79		12.24		-54.26		2.01		-8.33		7.93
347	15.81		-61.39		-32.84		-75.52		-5.47		5.40		5.37
348	53.24		-20.38		-70.89		-70.71		-7.64		9.37		5.08
349	76.90		-88.81		37.55		-30.90		-3.81		-4.93		-0.13
350	44.96		1.21		-23.37		-49.54		2.65		-6.74		1.20
351	83.50		-58.50		62.17		1.36		-7.50		8.03		-5.03
352	51.23		89.90		-69.04		84.44		-7.49		9.89		-5.62
353	52.08		-58.87		60.03		-53.43		0.26		-3.35		-0.36
354	5.20		41.09		-77.27		-48.00		0.96		2.34		9.57
355	98.28		-35.12		73.46		60.69		4.89		-3.45		-6.69
356	69.87		51.64		23.91		96.88		-2.81		7.56		-8.59
357	73.44		59.21		73.92		-30.16		-4.34		-3.94		-6.36
358	27.44		-5.91		35.43		34.50		-2.23		2.44		2.21
359	45.27		25.57		33.72		76.01		8.16		7.74		-7.62
360	17.91		-57.79		-8.16		-81.31		8.62		-1.80		8.71
361	62.63		-89.10		19.23		-71.05		2.34		-8.17		5.40
362	65.97		-23.83		67.19		43.06		-6.26		6.33		-3.56
363	79.01		30.66		89.10		-70.07		2.07		8.45		3.62
364	26.66		-21.17		0.98		80.40		0.46		0.64		-4.99
365	85.06		-99.43		-65.60		-29.63		-3.74		6.93		7.23
366	10.42		-22.89		-82.30		-77.40		5.54		3.87		3.26
367	78.84		-1.87		89.97		-64.39		5.48		3.67		-1.85
368	77.85		-44.22		-73.23		-86.59		-8.01		-0.20		4.28
369	82.72		71.47		-70.20		67.75		3.24		-3.07		2.26
370	24.45		-15.81		-22.18		-11.61		-9.86		4.67		3.94
371	53.09		38.15		86.60		17.14		-1.59		7.16		-1.51
372	69.02		-13.30		82.36		96.73		-3.91		1.72		-4.52
373	44.04		-49.20		-98.86		-75.40		0.32		4.32		-6.40
374	1.37		-44.39		92.09		-62.97		8.27		4.77		8.45
375	14.33		98.14		-2.06		-75.65		8.78		-0.99		-6.24
376	52.24		14.03		13.44		71.32		-8.81		3.41		-8.72
377	8.75		12.27		68.37		79.57		-3.15		7.84		-2.61
378	99.56		62.76		-36.72		88.23		-4.66		-7.65		1.52
379	24.23		51.41		-30.18		-10.96		7.34		-8.61		3.33
380	92.48		81.09		-26.56		-79.77		9.65		-7.23		-0.14
381	59.38		14.60		51.63		-75.85		-1.61		8.15		-7.37
382	22.72		-4.27		-24.08		74.80		9.43		9.31		-6.59
383	58.63		37.81		8.53		95.44		8.62		-4.35		-5.24
384	79.14		79.57		8.62		-56.00		-1.77		-1.43		-5.08
385	69.13		22.18		7.72		-37.71		8.06		-3.56		3.33
386	98.11		86.43		4.58		39.50		-2.74		-0.28		4.78
387	45.55		1.22		41.60		98.55		8.16		-2.96		9.61
388	89.43		3.58		-5.81		36.91		-7.24		6.75		1.35
389	40.23		31.83		-9.33		-18.20		-9.72		9.91		-1.73
390	65.94		68.61		67.98		-27.50		-5.62		1.02		7.60
391	52.02		69.76		-52.70		-99.44		-0.42		4.41		0.49
392	85.36		-68.79		66.71		-24.38		-8.19		9.47		4.90
393	3.28		20.40		44.78		11.40		8.14		1.19		-2.12
394	29.30		-29.67		77.27		-6.64		-2.37		-9.76		1.24
395	30.35		-91.29		-55.94		-46.84		5.42		-7.00		1.06
396	88.58		-56.36		7.18		49.96		-0.91		-7.33		-0.96
397	59.60		58.14		84.24		-1.76		4.48		-7.01		-2.96
398	9.96		3.54		-68.89		-30.01		6.55		9.78		8.57
399	71.54		-75.84		-62.93		21.14		-0.90		-3.18		5.30
400	16.10		17.68		-93.55		-27.94		6.21		-3.38		0.68
401	1.44		-48.76		-51.53		45.96		6.15		0.22		-2.45
402	31.06		-74.92		50.06		83.58		-5.17		-9.79		0.17
403	63.61		-6.99		16.43		-52.10		8.80		2.68		8.66
404	8.10		-38.22		7.68		-86.50		-9.35		-7.67		6.43
405	22.58		-93.13		-84.11		23.06		-3.39		4.00		3.08
406	5.90		65.08		-31.73		-46.20		8.02		0.35		7.30
407	77.36		44.48		55.86		-78.78		8.67		1.32		-3.19
408	19.98		-67.59		-86.47		51.91		-6.87		-3.02		-0.89
409	76.61		-36.40		-71.74		91.63		1.00		6.11		1.45
410	14.04		55.71		47.98		-15.03		-5.62		4.89		-0.73
411	9.07		88.36		20.69		-23.42		2.46		6.08		5.94
412	74.10		-88.32		10.08		-81.44		7.50		8.63		6.32
413	7.66		8.66		-81.26		30.09		7.88		1.73		4.48
414	79.15		67.95		-74.69		7.13		8.52		-1.88		-8.36
415	93.74		-55.40		53.81		34.22		6.95		0.49		-9.59
416	80.22		21.63		-36.65		-54.80		7.90		4.60		8.71
