Read 100 bodies from file dataset/bodies_100.csv
Using 6 MPI processes

Initial state:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
29	38.50		-58.22		59.56		33.71		1.89		-4.87		-7.29
30	59.32		47.03		-22.59		30.15		-8.42		5.30		1.01
31	83.52		4.48		52.76		37.75		3.55		-6.74		4.38
32	48.93		84.07		-53.50		-56.67		8.42		7.01		8.47
33	92.71		-2.97		-36.09		-38.99		-6.44		0.91		4.46
34	40.09		-7.98		4.68		4.31		2.20		1.22		7.60
35	24.06		-54.53		59.60		15.86		-2.06		6.00		7.22
36	87.31		72.63		-85.66		-23.59		-0.52		-0.60		0.60
37	62.58		-71.48		-50.38		-62.45		2.70		8.40		-4.68
38	79.92		27.34		-9.30		-10.73		-0.71		1.38		-6.83
39	62.68		82.78		31.85		91.33		-1.66		8.26		-6.57
40	58.90		-73.66		-60.09		24.95		2.76		9.06		9.75
41	36.29		33.62		86.43		-43.91		-1.79		4.12		-5.09
42	11.16		-9.17		38.24		-77.30		5.07		9.32		9.45
43	91.11		16.57		19.74		57.49		8.44		-3.12		-5.71
44	49.40		-0.46		-56.07		73.05		-4.66		3.72		-4.82
45	49.18		92.53		-48.58		92.62		2.73		-5.29		-2.16
46	26.50		33.01		57.19		54.48		5.95		6.00		4.50
47	89.32		-57.81		-88.48		-61.41		5.71		-9.81		9.35
48	64.90		85.11		-11.56		50.72		2.99		9.52		-4.17
49	47.11		45.66		87.12		36.09		-0.80		-0.71		-4.07
50	18.32		-60.11		98.88		-54.36		-5.21		7.54		0.01
51	75.12		37.70		47.65		60.21		3.15		-1.65		-4.88
52	33.08		68.05		66.49		79.67		5.03		8.08		-3.96
53	83.32		7.64		97.87		-55.86		0.05		-5.20		6.39
54	95.61		97.88		74.84		-95.60		-3.56		-9.68		2.14
55	58.82		23.50		77.14		-38.39		1.35		2.40		9.34
56	14.95		29.37		-57.47		-0.14		-7.38		-2.10		-9.55
57	50.61		-98.74		-99.24		-48.03		-4.20		2.05		2.86
58	17.40		54.11		-43.59		-36.29		0.42		8.89		8.12
59	73.06		38.21		-34.27		96.35		-0.71		-5.90		3.71
60	5.36		-89.95		-87.29		84.50		-9.66		3.53		-7.49
61	3.74		38.68		75.48		23.14		1.16		5.84		7.38
62	62.74		31.44		52.27		-64.79		1.21		9.74		1.07
63	39.81		68.73		-12.22		-49.82		-7.51		5.92		6.98
64	80.04		-58.78		49.83		-52.53		6.55		4.15		-1.89
65	96.63		-2.56		-42.23		48.44		3.78		1.12		5.08
66	13.61		-76.58		82.03		-76.86		-9.88		-0.42		-3.63
67	79.37		-56.69		71.38		-32.37		-2.26		4.85		1.53
68	98.23		-49.09		50.59		-11.41		-5.61		-4.49		9.23
69	65.79		-94.41		96.35		34.97		2.49		-5.67		5.43
70	82.88		28.84		95.09		-94.52		2.90		8.43		-1.93
71	90.50		-44.45		35.80		92.49		-5.30		9.92		2.68
72	78.42		-49.58		-22.08		74.22		-3.06		9.72		3.58
73	70.29		98.62		93.99		-50.49		8.26		4.52		-8.70
74	3.97		98.94		-2.64		-27.20		-2.70		-5.74		3.23
75	87.60		-21.70		-85.95		40.02		-4.25		6.04		1.49
76	77.46		65.89		-46.89		-3.22		-4.91		4.70		-9.41
77	19.92		52.99		-66.19		13.80		-8.14		-1.52		1.85
78	72.30		-88.13		82.79		-34.38		-4.93		-0.48		7.57
79	25.81		31.45		42.69		-86.84		6.29		-7.48		-5.18
80	62.25		-43.01		-75.22		-88.38		-2.09		4.81		5.01
81	66.36		71.96		-44.37		83.13		2.78		-8.02		5.99
82	25.35		-46.40		-34.12		50.51		5.61		5.97		-8.01
83	84.83		-50.60		95.58		-1.33		-3.85		1.78		5.27
84	47.82		81.27		-15.10		78.65		-2.19		1.96		8.43
85	73.19		-69.28		-18.07		63.56		0.25		-3.97		-8.09
86	9.09		-37.71		88.10		-31.91		-8.73		4.17		6.22
87	36.66		18.90		92.93		-75.96		-2.38		6.24		2.45
88	22.90		98.73		-49.63		42.49		-7.56		-8.74		1.78
89	43.42		-99.64		-43.65		7.84		-7.44		-3.17		3.68
90	83.28		91.15		-8.08		3.60		3.72		1.30		4.25
91	91.75		-77.05		-36.24		65.37		0.08		-2.82		-0.46
92	76.99		-64.59		-7.29		-72.26		-6.03		-5.84		-5.58
93	38.78		70.28		45.09		-40.07		6.29		0.43		-2.14
94	98.28		-70.28		-43.69		-58.37		1.25		-4.78		-1.40
95	35.28		-71.09		69.49		36.48		-3.20		-9.90		-5.30
96	6.76		-49.41		-88.67		13.17		-1.79		-5.75		-0.24
97	1.57		86.45		-62.05		17.15		9.85		4.42		6.04
98	98.08		82.58		67.33		27.18		2.76		-4.27		8.83
99	72.52		-45.88		70.95		-55.00		-6.41		4.34		-1.46

Step 20:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
-----------------------------------------------------------------------------------------
0	80.90		70.97		-100.19		-80.67		0.83		-8.98		-7.85
1	45.28		70.18		-39.11		-13.88		1.08		2.44		-8.63
2	48.04		-55.75		93.45		-88.21		5.38		1.94		-1.85
3	14.60		-10.20		-15.95		15.13		-3.23		-1.01		-4.59
4	37.72		-42.77		-0.86		-0.38		0.49		-5.18		-0.29
5	43.79		-21.12		74.24		82.70		5.27		4.27		4.16
6	22.78		-71.86		3.68		-84.49		-5.86		6.83		9.63
7	74.18		-31.72		-4.16		-97.13		-3.20		7.29		-0.03
8	38.97		-33.41		88.50		-16.59		-5.90		2.57		4.84
9	70.56		-64.66		-23.64		-68.60		-4.51		-0.47		-6.75
10	58.94		83.88		-98.24		90.76		5.60		-3.25		8.80
11	64.82		-84.59		79.77		16.64		-8.11		-1.87		7.26
12	58.65		-56.95		11.99		-40.14		-7.74		-2.66		-4.42
13	19.83		-23.49		58.20		-51.39		7.93		9.71		-6.67
14	61.55		24.93		20.34		-21.71		8.75		-5.28		7.95
15	52.11		-35.90		30.13		9.22		-8.89		7.42		6.24
16	60.20		-64.31		-88.48		67.23		-2.09		-2.58		-7.92
17	14.87		-46.71		23.66		-85.40		-6.90		3.72		9.39
18	68.34		-8.00		39.86		13.52		-8.91		6.58		3.60
19	72.13		23.50		25.39		-3.97		-5.32		9.27		1.66
20	33.52		-83.45		83.27		58.92		4.63		3.30		8.51
21	35.81		64.91		-46.46		30.70		0.61		-5.72		0.64
22	77.47		-58.91		42.89		-16.93		5.27		-0.81		-3.63
23	81.50		-89.44		-88.26		-58.04		8.02		4.57		3.78
24	32.86		58.59		1.70		30.89		-0.13		-2.60		-7.47
25	28.06		53.60		47.00		-46.57		2.12		-3.88		-5.59
26	7.19		42.48		-32.60		-87.74		2.35		-4.36		3.78
27	35.33		75.04		-21.90		-85.36		-0.45		4.36		2.63
28	92.31		-78.16		84.70		-35.14		-8.83		-1.35		9.90
29	38.50		-57.84		58.58		32.25		1.89		-4.87		-7.29
30	59.32		45.35		-21.53		30.35		-8.42		5.30		1.01
31	83.52		5.19		51.41		38.62		3.55		-6.74		4.38
32	48.93		85.75		-52.10		-54.97		8.42		7.01		8.47
33	92.71		-4.25		-35.90		-38.09		-6.44		0.91		4.46
34	40.09		-7.54		4.92		5.83		2.20		1.22		7.60
35	24.06		-54.95		60.80		17.31		-2.06		6.00		7.22
36	87.31		72.52		-85.78		-23.47		-0.52		-0.60		0.60
37	62.58		-70.94		-48.70		-63.39		2.70		8.40		-4.68
38	79.92		27.20		-9.03		-12.10		-0.71		1.38		-6.83
39	62.68		82.45		33.50		90.02		-1.66		8.26		-6.57
40	58.90		-73.11		-58.28		26.90		2.76		9.06		9.75
41	36.29		33.26		87.25		-44.92		-1.79		4.12		-5.09
42	11.16		-8.16		40.10		-75.41		5.07		9.32		9.45
43	91.11		18.26		19.12		56.35		8.44		-3.12		-5.71
44	49.40		-1.39		-55.32		72.09		-4.66		3.72		-4.82
45	49.18		93.08		-49.64		92.19		2.73		-5.29		-2.16
46	26.50		34.20		58.39		55.38		5.95		6.00		4.50
47	89.32		-56.67		-90.44		-59.54		5.71		-9.81		9.35
48	64.90		85.70		-9.66		49.89		2.99		9.52		-4.17
49	47.11		45.50		86.97		35.27		-0.80		-0.71		-4.07
50	18.32		-61.15		100.39		-54.36		-5.21		7.54		0.01
51	75.12		38.33		47.33		59.23		3.15		-1.65		-4.88
52	33.08		69.05		68.10		78.88		5.03		8.08		-3.96
53	83.32		7.65		96.83		-54.58		0.05		-5.20		6.39
54	95.61		97.17		72.90		-95.17		-3.56		-9.68		2.14
55	58.82		23.77		77.62		-36.52		1.35		2.40		9.34
56	14.95		27.90		-57.89		-2.05		-7.38		-2.10		-9.55
57	50.61		-99.58		-98.83		-47.46		-4.20		2.05		2.86
58	17.40		54.19		-41.81		-34.67		0.42		8.89		8.12
59	73.06		38.07		-35.44		97.09		-0.71		-5.90		3.71
60	5.36		-91.89		-86.58		83.00		-9.66		3.53		-7.49
61	3.74		38.91		76.65		24.62		1.16		5.84		7.38
62	62.74		31.69		54.22		-64.58		1.21		9.74		1.07
63	39.81		67.23		-11.03		-48.43		-7.51		5.92		6.98
64	80.04		-57.47		50.66		-52.91		6.55		4.15		-1.89
65	96.63		-1.80		-42.01		49.45		3.78		1.12		5.08
66	13.61		-78.55		81.95		-77.58		-9.88		-0.42		-3.63
67	79.37		-57.14		72.35		-32.07		-2.26		4.85		1.53
68	98.23		-50.21		49.69		-9.57		-5.61		-4.49		9.23
69	65.79		-93.91		95.21		36.05		2.49		-5.67		5.43
70	82.88		29.42		96.78		-94.91		2.90		8.43		-1.93
71	90.50		-45.51		37.79		93.02		-5.30		9.92		2.68
72	78.42		-50.19		-20.14		74.94		-3.06		9.72		3.58
73	70.29		100.27		94.89		-52.23		8.26		4.52		-8.70
74	3.97		98.40		-3.79		-26.55		-2.70		-5.74		3.23
75	87.60		-22.55		-84.75		40.31		-4.25		6.04		1.49
76	77.46		64.90		-45.95		-5.10		-4.91		4.70		-9.41
77	19.92		51.36		-66.49		14.17		-8.14		-1.52		1.85
78	72.30		-89.11		82.69		-32.86		-4.93		-0.48		7.57
79	25.81		32.70		41.20		-87.87		6.29		-7.48		-5.18
80	62.25		-43.43		-74.26		-87.38		-2.09		4.81		5.01
81	66.36		72.51		-45.97		84.33		2.78		-8.02		5.99
82	25.35		-45.27		-32.92		48.90		5.61		5.97		-8.01
83	84.83		-51.37		95.93		-0.28		-3.85		1.78		5.27
84	47.82		80.83		-14.71		80.33		-2.19		1.96		8.43
85	73.19		-69.23		-18.86		61.94		0.25		-3.97		-8.09
86	9.09		-39.46		88.93		-30.67		-8.73		4.17		6.22
87	36.66		18.42		94.17		-75.47		-2.38		6.24		2.45
88	22.90		97.22		-51.38		42.84		-7.56		-8.74		1.78
89	43.42		-101.12		-44.29		8.58		-7.44		-3.17		3.68
90	83.28		91.89		-7.82		4.45		3.72		1.30		4.25
91	91.75		-77.03		-36.80		65.28		0.08		-2.82		-0.46
92	76.99		-65.80		-8.45		-73.38		-6.03		-5.84		-5.58
93	38.78		71.54		45.18		-40.49		6.29		0.43		-2.14
94	98.28		-70.03		-44.64		-58.65		1.25		-4.78		-1.40
95	35.28		-71.73		67.52		35.42		-3.20		-9.90		-5.30
96	6.76		-49.77		-89.82		13.12		-1.79		-5.75		-0.24
97	1.57		88.42		-61.17		18.36		9.85		4.42		6.04
98	98.08		83.13		66.47		28.95		2.76		-4.27		8.83
99	72.52		-47.17		71.82		-55.29		-6.41		4.34		-1.46

Step 40:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
-----------------------------------------------------------------------------------------
0	80.90		71.14		-101.99		-82.24		0.83		-8.98		-7.85
1	45.28		70.40		-38.62		-15.60		1.08		2.44		-8.63
2	48.04		-54.67		93.84		-88.58		5.38		1.94		-1.85
3	14.60		-10.84		-16.15		14.21		-3.23		-1.01		-4.59
4	37.72		-42.68		-1.90		-0.44		0.49		-5.18		-0.29
5	43.79		-20.07		75.09		83.53		5.27		4.27		4.16
6	22.78		-73.03		5.05		-82.56		-5.86		6.83		9.63
7	74.18		-32.37		-2.70		-97.13		-3.20		7.29		-0.03
8	38.97		-34.59		89.01		-15.63		-5.90		2.57		4.84
9	70.56		-65.56		-23.74		-69.95		-4.51		-0.47		-6.75
10	58.94		85.00		-98.89		92.52		5.60		-3.25		8.80
11	64.82		-86.21		79.39		18.09		-8.11		-1.87		7.26
12	58.65		-58.50		11.45		-41.02		-7.74		-2.66		-4.42
13	19.83		-21.90		60.14		-52.73		7.93		9.71		-6.67
14	61.55		26.68		19.28		-20.13		8.75		-5.28		7.95
15	52.11		-37.67		31.62		10.47		-8.89		7.42		6.24
16	60.20		-64.72		-89.00		65.64		-2.09		-2.58		-7.92
17	14.87		-48.09		24.41		-83.52		-6.90		3.72		9.39
18	68.34		-9.78		41.18		14.24		-8.91		6.58		3.60
19	72.13		22.43		27.24		-3.64		-5.32		9.27		1.66
20	33.52		-82.52		83.93		60.62		4.63		3.30		8.51
21	35.81		65.03		-47.61		30.83		0.61		-5.72		0.64
22	77.47		-57.85		42.73		-17.66		5.27		-0.81		-3.63
23	81.50		-87.84		-87.34		-57.28		8.02		4.57		3.78
24	32.86		58.56		1.18		29.40		-0.13		-2.60		-7.47
25	28.06		54.02		46.22		-47.69		2.12		-3.88		-5.59
26	7.19		42.95		-33.47		-86.99		2.35		-4.36		3.78
27	35.33		74.95		-21.03		-84.83		-0.45		4.36		2.63
28	92.31		-79.93		84.43		-33.16		-8.83		-1.35		9.90
29	38.50		-57.46		57.61		30.79		1.89		-4.87		-7.29
30	59.32		43.66		-20.47		30.55		-8.42		5.30		1.01
31	83.52		5.90		50.06		39.50		3.55		-6.74		4.38
32	48.93		87.43		-50.70		-53.28		8.42		7.01		8.47
33	92.71		-5.54		-35.72		-37.20		-6.44		0.91		4.46
34	40.09		-7.10		5.17		7.35		2.20		1.22		7.60
35	24.06		-55.36		62.00		18.75		-2.06		6.00		7.22
36	87.31		72.42		-85.90		-23.35		-0.52		-0.60		0.60
37	62.58		-70.40		-47.02		-64.32		2.70		8.40		-4.68
38	79.92		27.06		-8.75		-13.46		-0.71		1.38		-6.83
39	62.68		82.12		35.16		88.70		-1.66		8.26		-6.57
40	58.90		-72.56		-56.47		28.84		2.76		9.06		9.75
41	36.29		32.90		88.08		-45.94		-1.79		4.12		-5.09
42	11.16		-7.15		41.96		-73.52		5.07		9.32		9.45
43	91.11		19.94		18.49		55.20		8.44		-3.12		-5.71
44	49.40		-2.33		-54.58		71.12		-4.66		3.72		-4.82
45	49.18		93.62		-50.70		91.75		2.73		-5.29		-2.16
46	26.50		35.39		59.59		56.28		5.95		6.00		4.50
47	89.32		-55.52		-92.40		-57.67		5.71		-9.81		9.35
48	64.90		86.30		-7.75		49.05		2.99		9.52		-4.17
49	47.11		45.34		86.83		34.46		-0.80		-0.71		-4.07
50	18.32		-62.19		101.89		-54.36		-5.21		7.54		0.01
51	75.12		38.96		47.00		58.26		3.15		-1.65		-4.88
52	33.08		70.06		69.72		78.08		5.03		8.08		-3.96
53	83.32		7.66		95.79		-53.30		0.05		-5.20		6.39
54	95.61		96.46		70.97		-94.74		-3.56		-9.68		2.14
55	58.82		24.04		78.10		-34.65		1.35		2.40		9.34
56	14.95		26.42		-58.31		-3.96		-7.38		-2.10		-9.55
57	50.61		-100.42		-98.42		-46.89		-4.20		2.05		2.86
58	17.40		54.28		-40.03		-33.04		0.42		8.89		8.12
59	73.06		37.93		-36.62		97.83		-0.71		-5.90		3.71
60	5.36		-93.82		-85.88		81.50		-9.66		3.53		-7.49
61	3.74		39.14		77.82		26.10		1.16		5.84		7.38
62	62.74		31.93		56.16		-64.36		1.21		9.74		1.07
63	39.81		65.73		-9.85		-47.03		-7.51		5.92		6.98
64	80.04		-56.16		51.49		-53.29		6.55		4.15		-1.89
65	96.63		-1.04		-41.78		50.47		3.78		1.12		5.08
66	13.61		-80.53		81.86		-78.31		-9.88		-0.42		-3.63
67	79.37		-57.60		73.32		-31.76		-2.26		4.85		1.53
68	98.23		-51.33		48.79		-7.72		-5.61		-4.49		9.23
69	65.79		-93.41		94.08		37.14		2.49		-5.67		5.43
70	82.88		30.00		98.46		-95.29		2.90		8.43		-1.93
71	90.50		-46.58		39.77		93.56		-5.30		9.92		2.68
72	78.42		-50.80		-18.20		75.65		-3.06		9.72		3.58
73	70.29		101.92		95.79		-53.97		8.26		4.52		-8.70
74	3.97		97.86		-4.94		-25.90		-2.70		-5.74		3.23
75	87.60		-23.40		-83.54		40.61		-4.25		6.04		1.49
76	77.46		63.92		-45.01		-6.99		-4.91		4.70		-9.41
77	19.92		49.73		-66.80		14.54		-8.14		-1.52		1.85
78	72.30		-90.10		82.59		-31.35		-4.93		-0.48		7.57
79	25.81		33.96		39.70		-88.91		6.29		-7.48		-5.18
80	62.25		-43.85		-73.30		-86.38		-2.09		4.81		5.01
81	66.36		73.07		-47.57		85.53		2.78		-8.02		5.99
82	25.35		-44.15		-31.73		47.30		5.61		5.97		-8.01
83	84.83		-52.14		96.29		0.78		-3.85		1.78		5.27
84	47.82		80.39		-14.32		82.02		-2.19		1.96		8.43
85	73.19		-69.18		-19.66		60.32		0.25		-3.97		-8.09
86	9.09		-41.20		89.76		-29.43		-8.73		4.17		6.22
87	36.66		17.95		95.42		-74.98		-2.38		6.24		2.45
88	22.90		95.70		-53.12		43.20		-7.56		-8.74		1.78
89	43.42		-102.61		-44.92		9.31		-7.44		-3.17		3.68
90	83.28		92.63		-7.56		5.29		3.72		1.30		4.25
91	91.75		-77.02		-37.37		65.19		0.08		-2.82		-0.46
92	76.99		-67.01		-9.62		-74.49		-6.03		-5.84		-5.58
93	38.78		72.80		45.26		-40.92		6.29		0.43		-2.14
94	98.28		-69.78		-45.60		-58.93		1.25		-4.78		-1.40
95	35.28		-72.37		65.54		34.37		-3.20		-9.90		-5.30
96	6.76		-50.13		-90.97		13.08		-1.79		-5.75		-0.24
97	1.57		90.39		-60.28		19.57		9.85		4.42		6.04
98	98.08		83.68		65.62		30.72		2.76		-4.27		8.83
99	72.52		-48.45		72.69		-55.58		-6.41		4.34		-1.46

Step 60:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
-----------------------------------------------------------------------------------------
0	80.90		71.31		-103.79		-83.81		0.83		-8.98		-7.85
1	45.28		70.61		-38.13		-17.33		1.08		2.44		-8.63
2	48.04		-53.60		94.23		-88.95		5.38		1.94		-1.85
3	14.60		-11.49		-16.36		13.29		-3.23		-1.01		-4.59
4	37.72		-42.58		-2.93		-0.49		0.49		-5.18		-0.29
5	43.79		-19.01		75.95		84.36		5.27		4.27		4.16
6	22.78		-74.20		6.42		-80.64		-5.86		6.83		9.63
7	74.18		-33.01		-1.24		-97.14		-3.20		7.29		-0.03
8	38.97		-35.76		89.53		-14.66		-5.90		2.57		4.84
9	70.56		-66.46		-23.83		-71.30		-4.51		-0.47		-6.75
