Read 2000 bodies from file dataset/bodies_2000.csv
Using 7 MPI processes

Initial state:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
206	72.36		15.34		43.99		-6.46		-2.42		-8.38		-3.77
207	11.63		23.02		-89.25		-12.13		7.01		4.81		-1.74
208	47.85		-46.23		-30.92		-99.42		9.44		9.03		-3.04
209	78.10		-15.72		12.91		-89.60		-0.43		4.61		-2.75
210	41.47		-68.36		38.94		51.41		-5.66		-2.92		-5.49
211	47.03		5.93		6.29		34.22		6.42		-3.13		3.70
212	99.83		-26.23		-68.70		57.64		-4.09		-5.90		-3.27
213	84.26		99.60		58.50		-38.39		8.58		0.05		-9.57
214	55.76		-14.04		-20.44		47.01		-4.70		6.07		-9.39
215	5.14		63.34		77.27		-68.53		-8.90		7.47		7.11
216	2.07		-24.78		69.31		-67.69		-7.84		-1.09		9.98
217	29.34		-47.51		79.37		-45.17		0.34		-6.49		-2.53
218	81.49		90.73		-81.87		83.57		4.81		-9.93		6.89
219	14.44		-7.47		67.87		-38.84		-4.97		9.64		7.07
220	84.02		71.79		-8.58		-18.09		7.02		-0.99		6.83
221	59.52		43.01		-37.94		-28.82		4.76		-0.05		-0.27
222	2.56		-42.61		-86.44		70.90		-0.16		1.11		-7.76
223	5.49		-51.73		-11.61		-59.71		9.40		-2.14		5.81
224	18.18		-3.00		97.68		24.90		8.79		3.76		-1.86
225	36.03		-10.93		23.75		2.93		3.88		-3.98		1.53
226	12.81		15.89		-24.28		-42.73		-9.29		0.12		3.98
227	85.61		-30.31		-16.99		-33.55		3.02		-0.52		-6.92
228	70.60		-91.49		-6.15		-91.91		2.68		-1.99		2.07
229	24.66		79.13		97.65		63.53		8.86		-6.10		-9.70
230	7.17		-99.38		49.75		-9.90		5.51		7.83		-7.65
231	34.87		51.64		58.24		1.91		2.96		-8.64		-7.10
232	30.04		-76.33		-37.84		-7.40		5.49		-1.16		2.27
233	63.73		-95.23		27.61		-12.21		-3.71		-8.77		8.79
234	7.69		-4.68		-35.65		-50.73		9.73		-3.89		-5.46
235	69.09		36.43		88.81		-54.58		3.08		-8.37		-2.41
236	96.05		-92.55		2.70		74.42		-7.36		4.22		6.24
237	71.69		62.85		-26.59		23.79		2.71		6.50		-7.10
238	66.72		-20.66		-88.95		31.12		-2.22		2.43		-8.12
239	5.46		-92.62		35.30		-31.66		6.72		8.61		-4.07
240	69.22		-16.21		61.37		-99.18		-4.72		-2.60		9.11
241	3.88		28.33		52.43		-86.48		9.40		-6.51		2.94
242	9.57		30.19		-93.02		57.16		-6.32		3.95		5.60
243	2.89		-31.40		-41.63		22.40		9.72		8.19		8.31
244	90.64		-4.71		94.06		30.95		-8.09		0.59		-2.16
245	92.84		27.98		13.09		64.03		2.81		5.16		7.10
246	41.20		27.55		88.61		78.31		8.38		-3.66		6.31
247	67.03		54.50		-27.63		62.96		-6.94		3.70		-9.99
248	7.04		9.23		-61.34		-30.85		-9.56		-8.71		2.48
249	51.55		90.41		94.41		15.13		1.20		2.65		-2.98
250	17.35		50.63		-69.86		-79.52		-3.91		-2.85		-2.74
251	39.45		-54.59		-70.56		-97.71		3.78		-4.92		-0.98
252	41.87		-37.72		-32.17		-59.52		5.80		-4.68		7.68
253	12.15		87.44		30.26		-97.14		-9.59		8.83		1.24
254	93.44		-90.01		45.81		25.75		5.73		1.06		-7.59
255	75.81		-29.83		-9.91		86.89		-2.75		-2.95		4.79
256	67.54		-11.57		-70.87		-35.79		-6.24		4.32		-6.42
257	88.31		-6.39		34.62		25.47		9.49		-7.54		7.47
258	9.83		-49.16		51.56		99.97		-4.48		5.13		5.61
259	66.51		7.83		-81.87		-15.86		4.95		-9.97		-1.78
260	84.65		-64.52		-57.54		-3.57		5.82		-0.65		-2.70
261	63.90		-14.59		-33.10		90.08		-4.38		-0.61		9.04
262	90.41		25.27		63.73		-98.81		6.38		1.93		9.40
263	81.16		-76.24		96.73		8.85		-7.20		2.87		4.06
264	98.10		82.17		14.68		-26.59		-2.11		5.56		-4.94
265	61.67		37.60		45.23		-7.78		-8.26		9.25		-0.81
266	59.95		35.72		69.09		-52.68		-2.27		-2.66		-5.46
267	89.46		42.19		6.76		76.37		4.72		-6.92		-7.13
268	82.67		62.94		8.57		12.91		9.04		9.22		4.86
269	94.51		-5.40		-13.91		-65.59		-5.75		8.46		7.74
270	9.02		40.72		20.03		-61.23		2.19		7.03		3.48
271	84.87		-68.69		53.80		71.98		-3.76		-1.95		2.28
272	73.82		72.58		-12.55		-85.51		-2.08		-4.93		5.35
273	36.25		-22.90		2.40		-61.92		9.96		9.80		-1.78
274	79.12		44.84		22.55		4.21		2.18		-9.65		9.77
275	30.47		54.23		-85.92		59.12		5.84		1.60		-7.93
276	64.73		63.92		15.50		12.96		-5.74		-4.71		2.86
277	17.15		13.24		66.15		-48.91		-8.05		6.85		-0.68
278	66.74		-63.37		-21.15		99.72		-4.53		-9.83		2.14
279	7.00		-32.62		21.46		-41.73		-7.73		-1.71		-3.86
280	87.51		-24.62		67.18		0.67		9.62		-4.37		4.44
281	89.77		-74.17		-63.53		18.34		8.82		8.22		-6.41
282	90.04		-65.22		-23.93		18.75		6.33		-0.44		4.38
283	90.26		-15.39		48.20		-13.48		-5.45		-6.17		-8.42
284	6.16		-50.69		19.19		-7.53		-4.35		-8.66		-6.84
285	98.61		56.11		-67.39		-35.72		2.48		-0.53		-2.75
286	81.00		64.07		-93.55		-82.14		-6.44		6.55		-3.47
287	53.62		10.33		-65.39		-8.90		-9.36		0.71		2.32
288	32.16		-80.32		97.96		50.05		-4.21		-0.85		4.33
289	67.26		-62.04		47.60		14.62		-8.17		-2.98		8.18
290	22.07		-6.12		16.37		17.20		-1.63		6.53		-1.04
291	3.40		29.06		-45.91		-42.47		-4.07		-9.08		6.04
292	75.16		-30.45		18.88		13.96		7.41		3.70		-5.25
293	66.22		18.58		-38.04		-26.54		0.98		9.79		-5.47
294	37.49		-17.87		-57.27		-45.47		-5.90		5.11		-7.48
295	86.22		47.55		-22.82		-98.81		4.82		-5.98		1.72
296	52.38		93.64		64.38		-38.96		8.63		-2.95		9.58
297	58.54		17.87		-82.23		70.51		-0.18		3.90		3.95
298	1.03		99.89		-20.13		58.68		2.83		5.15		7.82
299	25.29		74.09		-32.99		-98.66		5.94		-4.52		6.27
300	94.57		-15.90		68.89		72.51		-8.91		-7.40		-6.30
301	54.55		-19.05		-98.82		38.31		1.72		3.32		-8.14
302	58.24		20.75		-39.71		14.34		-7.97		-3.82		1.64
303	23.12		-15.20		-73.26		99.78		4.20		3.98		2.37
304	8.62		18.65		76.20		99.08		9.29		-2.89		-5.78
305	29.84		-14.43		39.99		38.71		-3.13		3.65		-5.69
306	17.71		35.45		80.09		-78.56		9.84		-6.96		-1.23
307	64.79		-13.91		-48.29		20.24		-6.59		-5.40		-8.45
308	7.89		55.47		-59.80		-63.29		-0.26		-1.29		-2.02
309	87.49		-79.94		64.94		-87.28		-8.26		-5.43		-2.27
310	98.66		-91.32		-42.92		76.87		1.09		9.97		9.42
311	97.87		-16.61		54.85		-18.86		-4.59		-8.61		-6.34
312	96.81		51.41		-37.19		-86.94		-8.95		-3.92		4.68
313	2.64		-67.18		22.40		-98.03		-2.81		8.54		0.84
314	98.33		82.28		64.72		-75.87		-9.16		2.30		-4.10
315	19.96		-96.34		-51.10		44.60		-2.99		4.38		7.96
316	49.23		96.57		-37.39		-21.38		2.27		-2.57		-9.65
317	68.67		-63.37		80.75		24.14		6.36		-7.18		-9.75
318	87.29		11.25		54.87		-77.44		-0.38		-3.76		-4.91
319	68.36		-18.98		90.73		5.02		-9.24		1.93		-8.18
320	30.85		57.83		-8.55		94.94		4.97		-3.92		8.42
321	77.76		-57.73		-24.24		-53.21		-7.46		0.11		-5.15
322	48.11		45.82		16.77		69.49		-8.37		9.78		-6.90
323	73.58		5.23		-15.56		-3.23		5.59		-9.47		2.93
324	60.75		-45.56		-75.23		-78.82		6.12		-2.11		8.10
325	87.31		-12.45		35.85		17.65		-6.42		9.83		-6.85
326	38.05		47.58		50.71		58.68		-5.75		7.19		9.60
327	64.72		-50.67		82.07		-94.47		9.67		9.64		-8.31
328	16.38		7.39		-40.98		26.95		7.53		5.54		1.60
329	96.34		8.57		40.81		-41.43		6.04		6.75		1.25
330	3.26		-35.98		47.35		-68.86		-6.08		0.34		9.73
331	56.56		-70.26		87.28		74.58		-8.73		2.30		-6.34
332	18.47		-67.55		50.85		-1.74		7.32		-2.09		9.62
333	39.17		53.50		-53.62		-5.23		1.11		0.54		9.71
334	86.63		-29.03		-53.03		-61.41		-5.64		4.88		-0.65
335	65.77		22.94		36.02		38.57		9.78		-1.74		0.58
336	15.19		-21.21		-88.95		75.35		-5.78		7.98		7.95
337	17.79		54.79		-80.75		44.80		2.07		4.58		6.99
338	40.77		50.27		48.45		34.54		4.35		9.86		0.10
339	8.35		84.58		28.48		54.48		3.10		-2.58		-5.55
340	49.90		-41.01		-60.80		89.12		-8.28		-6.71		-5.47
341	23.05		-62.08		7.15		-32.21		8.80		3.36		-4.30
342	81.75		64.76		14.41		-48.29		-5.93		3.50		0.92
343	90.46		-52.69		-60.87		68.89		-6.55		6.77		4.91
344	86.21		-5.10		-56.97		81.05		-3.62		-9.32		-3.63
345	7.37		70.04		7.28		29.17		8.62		-8.73		1.48
346	22.98		14.82		-95.32		83.80		0.86		-6.70		8.27
347	91.10		63.18		-21.91		-77.79		4.91		-0.55		0.47
348	67.56		72.52		-79.18		66.30		-6.90		2.31		-0.97
349	58.56		86.66		79.35		20.46		-3.47		-7.71		-3.87
350	24.65		-86.19		11.58		-38.87		8.77		6.63		5.37
351	87.23		-68.25		-15.30		83.09		6.07		-0.86		-1.31
352	37.30		11.13		53.55		23.33		-8.08		-0.66		-4.50
353	23.97		-75.68		-13.20		-51.25		1.26		2.76		-4.63
354	57.65		20.91		-76.10		86.95		-6.54		-2.03		4.95
355	22.80		36.88		21.11		81.73		-4.14		1.17		-6.08
356	8.00		-72.84		88.00		-21.44		-4.25		-8.59		6.16
357	25.49		54.96		47.62		75.98		4.39		-1.87		-5.42
358	94.30		-68.09		17.90		94.42		1.85		-8.85		9.81
359	14.83		38.58		-65.28		27.72		7.56		-2.59		-8.00
360	68.01		-97.07		-53.85		4.79		7.83		1.07		0.33
361	25.15		4.55		64.19		-95.56		1.47		4.23		9.91
362	19.56		-51.11		69.23		-35.73		2.76		0.65		-5.07
363	59.38		-13.26		-18.41		74.34		6.55		2.85		0.46
364	59.58		84.71		52.42		-44.16		8.34		1.80		-4.09
365	80.38		38.81		78.70		-42.47		9.47		2.94		-0.61
366	73.41		-89.16		-9.97		-30.52		0.15		-2.39		-1.43
367	21.93		-61.97		-30.68		-94.00		-2.49		-3.05		6.13
368	19.67		31.87		39.27		-56.55		9.61		4.34		-9.33
369	42.84		-25.02		14.96		-14.24		6.11		-2.75		-5.74
370	20.01		-25.18		41.58		99.62		4.63		8.65		2.96
371	96.30		67.29		-68.05		11.11		-1.76		3.62		-8.51
372	30.25		-23.72		23.51		-2.14		6.77		4.17		3.14
373	34.13		6.81		71.92		57.57		8.74		6.11		-0.93
374	26.43		-69.36		-22.91		34.61		4.53		-9.19		-1.21
375	40.22		8.63		70.09		20.26		-6.89		2.16		-6.28
376	42.62		83.64		47.07		13.23		8.37		1.98		6.26
377	29.51		1.50		-47.09		-38.36		1.30		-7.14		4.37
378	57.01		-33.79		-78.72		-14.59		5.38		-0.44		6.03
379	44.66		-93.80		10.69		-32.87		9.44		7.75		0.67
380	48.15		-38.33		83.19		44.90		-5.07		-8.84		3.90
381	34.02		81.16		33.74		-93.85		-6.79		-9.60		9.84
382	80.46		55.79		-78.50		21.53		5.70		0.73		9.52
383	98.52		11.26		20.10		15.66		-8.61		-8.61		-4.78
384	57.54		-8.34		52.46		-68.83		5.33		-9.96		2.89
385	36.84		-45.88		-88.49		-22.28		-1.04		9.01		4.22
386	46.20		-39.55		-75.45		32.53		2.95		-6.81		-9.42
387	64.37		-37.95		36.22		-39.06		-4.80		-6.15		-0.85
388	19.53		-27.77		66.85		-40.70		-6.65		-6.41		-3.61
389	10.04		-29.34		-38.65		-29.99		2.63		-6.16		5.81
390	90.55		-71.20		-90.77		-45.55		-4.01		5.11		0.54
391	74.57		14.31		-86.67		11.38		5.24		-9.54		9.78
392	67.16		-11.23		-7.24		51.78		-1.31		-5.36		5.05
393	81.38		-82.48		-36.31		-81.69		8.09		9.01		8.10
394	47.47		-43.80		-95.04		-96.80		-8.59		-4.56		5.06
395	87.40		59.85		-89.26		-52.41		8.32		1.54		-0.74
396	24.78		21.72		-19.06		-12.67		1.23		-4.97		7.16
397	51.17		14.82		37.30		-25.69		4.17		1.52		5.61
398	85.53		-3.95		43.90		-99.38		3.37		-9.52		2.09
399	40.88		-49.43		-60.88		13.82		3.87		-8.18		8.77
400	70.93		-45.92		26.94		51.15		5.02		1.99		2.69
401	70.15		50.62		-15.87		6.83		-4.24		-3.46		-3.65
402	86.03		-26.09		82.54		71.97		-1.45		0.93		1.27
403	76.41		-49.83		-22.68		-8.52		-4.12		0.32		3.99
404	85.83		-79.99		-61.75		-14.78		0.24		-9.30		4.43
405	22.01		-94.24		26.63		21.34		4.79		-7.31		-2.66
406	11.16		93.09		97.24		-76.22		-4.99		-8.72		-9.34
407	51.81		31.30		92.26		-2.97		-8.37		5.28		-5.11
408	91.55		-78.26		47.23		17.48		-0.91		-9.29		-2.18
409	51.52		-37.66		-85.41		92.47		-5.65		-6.15		9.21
410	27.57		66.45		-32.53		-80.48		-0.13		1.63		-5.63
411	72.24		95.40		33.48		94.69		-0.93		-7.18		1.12
412	44.19		31.87		-83.01		-72.05		1.47		-8.62		6.47
413	82.27		1.73		93.71		-30.71		8.30		8.58		4.12
414	4.07		8.63		-39.06		-11.20		-2.33		8.96		0.73
415	11.42		90.77		-57.24		-3.76		-3.29		5.21		4.89
416	21.00		18.39		-40.15		-45.05		-8.30		-8.17		-0.90
417	70.00		53.76		-12.60		-19.75		-5.39		7.47		-0.94
