Read 10000 bodies from file dataset_2d/bodies_2d_10000.csv
Using 4 MPI processes
Using Euler integration method

Initial state:
ID	Mass		Pos_X		Pos_Y		Vel_X		Vel_Y
282	79.58		-68.89		-52.50		9.43		4.38
283	70.05		68.35		3.82		-8.32		-9.46
284	5.07		8.32		-19.21		9.25		0.49
285	22.70		-74.38		10.30		-4.41		-3.87
286	61.31		-72.64		9.89		-4.78		7.20
287	38.01		-25.97		18.58		-7.25		2.72
288	55.35		56.71		32.64		-8.87		-7.49
289	49.91		66.84		-53.42		5.73		6.05
290	58.20		-62.43		46.75		4.40		-7.92
291	56.53		-69.66		-34.87		3.57		1.97
292	35.03		58.16		8.69		8.91		4.90
293	58.34		-28.77		-77.67		-2.77		0.44
294	96.04		80.53		-42.12		2.71		3.80
295	42.12		-21.76		-93.94		-5.43		4.02
296	94.97		42.45		97.10		2.52		4.13
297	27.50		-10.84		90.42		4.94		6.56
298	6.00		-75.50		21.22		10.00		2.41
299	6.85		7.00		-10.41		4.93		-6.80
300	62.81		-46.44		-0.30		-5.56		-6.14
301	71.84		-37.02		-9.19		4.73		-4.84
302	66.42		-82.94		-48.90		-1.12		-8.78
303	36.60		-72.85		-83.02		-3.89		-6.05
304	86.50		-37.34		-24.95		-1.87		-7.66
305	66.85		-39.53		55.45		-4.39		-1.84
306	99.29		2.32		-32.79		-5.18		0.70
307	66.07		99.99		-93.11		5.84		-3.80
308	96.21		78.22		-71.03		-8.61		-4.83
309	35.58		63.99		84.15		6.59		6.22
310	72.10		-44.27		-54.99		4.49		4.62
311	75.38		-28.28		0.43		-1.48		-4.78
312	32.66		-24.41		-7.70		9.57		9.17
313	31.11		-33.97		24.76		0.49		-7.62
314	33.30		70.49		-28.82		6.20		-3.88
315	48.79		87.75		31.48		-0.45		-4.32
316	65.02		20.23		-64.87		-6.25		-1.26
317	51.86		29.04		-6.15		4.60		-2.68
318	84.84		-11.34		-44.81		-4.24		7.16
319	7.52		-69.38		-60.19		-4.15		6.81
320	87.51		-69.31		58.81		9.51		-1.78
321	90.00		19.88		4.74		3.65		1.02
322	23.24		80.51		-58.76		-2.78		8.64
323	70.24		37.43		-31.62		6.37		-3.58
324	21.72		-9.68		76.11		-1.29		1.16
325	70.96		0.21		-84.47		-0.24		-4.86
326	51.25		-47.14		14.98		5.82		-7.80
327	14.41		-36.89		-0.20		-4.18		7.54
328	19.46		-24.08		-68.91		9.11		1.70
329	66.15		-55.02		93.16		-4.47		5.38
330	60.01		-68.21		-25.95		-8.21		4.54
331	54.12		90.50		48.28		3.18		6.79
332	86.49		49.16		-78.23		-0.69		9.27
333	6.57		-83.69		1.27		-2.94		9.54
334	34.34		25.34		57.23		1.94		-1.81
335	60.65		48.21		-32.03		9.31		4.92
336	59.19		55.59		-90.86		0.83		-0.83
337	9.69		97.75		6.56		5.42		9.81
338	25.80		41.59		-11.24		0.09		-0.85
339	60.60		55.49		-33.23		6.36		0.38
340	68.20		-93.88		5.56		-1.64		0.97
341	23.85		-18.50		87.87		3.00		-6.66
342	56.20		36.03		-12.88		-3.89		-2.60
343	39.87		81.20		-66.54		-8.61		4.01
344	83.79		40.06		-67.60		-0.29		-4.84
345	31.52		-51.30		-54.20		-7.44		-1.22
346	4.87		28.11		-90.37		-3.33		0.28
347	10.91		-12.54		42.50		8.17		-6.89
348	79.52		15.99		79.78		-7.04		-5.38
349	42.71		-3.69		66.85		5.48		-9.16
350	24.23		39.89		-10.25		-0.33		3.85
351	97.29		3.35		89.73		7.72		-9.22
352	81.54		40.61		44.97		3.50		1.37
353	45.23		47.69		67.63		4.60		0.91
354	67.23		6.65		93.17		9.75		1.47
355	79.35		-36.58		80.11		-1.14		-4.23
356	94.65		52.64		17.62		2.03		-2.27
357	80.65		-41.92		36.66		-7.39		-0.03
358	38.11		-47.91		63.28		1.66		-3.58
359	82.81		76.69		-19.01		-3.65		0.25
360	26.04		58.22		-0.82		-5.86		9.81
361	97.87		-34.14		-79.31		4.09		0.72
362	79.43		-24.85		-53.56		6.94		-8.33
363	24.66		58.00		31.97		1.23		-0.22
364	44.39		-17.35		-36.58		-5.07		7.60
365	31.23		-16.92		-2.51		9.85		1.68
366	15.10		-34.20		15.78		7.37		-9.91
367	64.07		-57.03		-83.16		-3.00		-4.72
368	86.54		-57.67		-13.19		6.59		5.99
369	62.13		-49.74		92.44		0.27		4.87
370	52.38		-96.98		22.48		-0.72		-1.12
371	11.74		-26.64		-13.47		0.55		-0.81
372	63.38		93.15		95.41		-0.27		-0.38
373	55.68		34.94		-53.68		-6.58		-1.62
374	84.46		90.12		-90.07		-1.53		1.99
375	48.12		79.28		-33.85		1.31		-4.73
376	51.36		59.18		77.49		8.06		-7.63
377	1.72		-43.16		-74.30		6.34		3.29
378	2.06		79.61		-38.38		4.33		1.36
379	88.40		20.16		44.98		-5.12		-8.28
380	97.09		-59.87		-27.20		-4.60		-8.48
381	1.85		-40.56		33.66		0.93		-0.46
382	31.13		-88.34		-24.47		-4.90		2.67
383	35.24		52.96		-32.71		-9.50		3.28
384	19.15		-87.40		73.76		-6.41		0.90
385	21.57		87.22		84.57		-9.11		6.43
386	20.34		20.49		96.79		-7.90		-1.91
387	72.46		-5.62		-47.98		6.28		0.60
388	12.26		71.04		-38.97		-1.59		0.08
389	60.01		-28.97		86.67		9.26		3.13
390	86.29		5.13		26.24		-9.46		-0.52
391	92.29		-1.26		-29.07		-3.57		8.23
392	30.46		-89.91		60.85		1.59		4.46
393	25.67		-32.51		77.94		-5.30		-6.89
394	33.02		-11.43		12.00		-1.52		-9.15
395	26.09		-58.06		85.42		-1.13		1.91
396	19.09		0.12		43.43		9.83		-9.32
397	75.19		93.53		-84.49		5.42		9.90
398	58.64		78.38		69.03		0.70		-8.07
399	94.33		-49.75		-94.96		-7.91		1.11
400	22.52		67.59		-48.68		0.45		-6.19
401	71.54		-37.19		-88.51		0.50		-9.47
402	94.38		62.62		71.16		6.31		1.33
403	31.67		-2.56		81.03		4.66		-6.47
404	22.13		32.98		-58.49		-3.34		3.77
405	64.79		18.85		15.96		4.07		-9.36
406	42.79		-39.27		-29.25		6.80		6.75
407	20.82		-48.13		-62.19		-0.33		2.48
408	76.31		-52.06		63.35		8.92		5.07
409	37.36		28.79		-51.85		2.06		-5.14
410	81.05		-77.67		95.84		-1.98		3.29
411	44.00		6.27		-9.42		9.44		5.14
412	91.07		88.13		-21.46		-1.17		5.93
413	66.85		61.06		68.35		1.42		2.81
414	8.82		-66.56		37.11		7.28		8.58
415	43.11		-3.46		68.02		7.43		2.19
416	8.10		81.78		79.17		-9.58		-0.52
417	73.63		56.90		-22.96		0.04		-1.30
418	32.10		-18.49		-26.95		4.33		-8.93
419	56.89		-70.95		36.97		-8.31		-4.77
420	94.46		-59.16		38.96		-4.91		3.60
421	59.80		-13.52		-9.94		-7.04		-5.88
422	23.14		-37.68		25.16		-0.24		2.65
423	42.41		78.97		40.70		-3.34		5.89
424	44.40		-69.45		7.75		8.92		0.89
425	52.96		19.34		18.42		9.00		5.42
426	86.89		28.62		23.13		6.71		0.71
427	79.91		94.45		59.49		1.59		-9.52
428	4.62		84.48		79.99		-6.58		6.77
429	84.56		27.91		-78.76		-4.73		6.36
430	11.84		37.21		-29.35		9.60		-2.91
431	10.35		31.67		8.46		-4.24		6.02
432	78.95		52.68		63.28		3.34		1.61
433	41.02		25.79		70.56		-2.54		-4.44
434	72.24		38.75		-1.79		6.14		-3.89
435	41.98		-18.60		85.04		-5.44		4.23
436	36.21		-42.91		-33.23		-6.90		-9.54
437	62.51		88.82		80.18		-4.74		-4.45
438	54.31		95.04		74.44		-1.76		-5.99
439	20.42		-53.26		63.33		4.14		1.88
440	16.43		-95.41		14.07		-8.44		9.28
441	85.09		38.42		87.84		4.06		7.40
442	90.58		-59.33		-21.05		4.12		-7.62
443	55.06		96.38		-73.60		4.10		-4.46
444	43.31		70.75		-71.60		8.77		-2.96
445	10.86		51.56		12.12		-0.85		-3.88
446	25.35		63.01		44.00		3.33		-3.90
447	25.03		-0.58		74.41		-6.81		4.54
448	50.30		-65.13		-31.63		-4.21		7.18
449	23.35		67.61		78.05		-4.79		-6.04
450	56.84		27.14		-84.77		-1.67		-1.73
451	69.86		20.69		-81.44		0.04		-8.05
452	1.71		-28.96		57.84		7.14		3.99
453	98.61		59.79		97.66		-7.42		7.84
454	78.13		99.22		-16.48		9.01		-2.43
455	26.48		-59.32		-90.88		-3.32		7.14
456	68.35		-89.43		20.46		-1.49		-6.24
457	91.51		-72.64		-66.55		1.77		6.57
458	35.26		68.67		4.04		-8.08		-9.03
459	97.29		56.73		44.89		0.31		-2.38
460	64.69		-14.24		40.43		5.28		3.77
461	58.08		-43.69		11.79		0.45		-7.85
462	48.92		-15.48		95.34		-5.65		3.16
463	17.09		97.82		-68.87		-6.39		9.47
464	51.75		45.20		83.17		-9.07		-7.03
465	3.77		96.77		69.59		8.60		-7.71
466	73.97		-77.68		96.65		9.81		-4.21
467	10.35		39.33		-37.25		-1.72		-6.69
468	37.38		80.12		-66.88		7.00		5.74
469	98.65		-98.19		93.33		3.79		-0.19
470	75.05		-98.26		84.94		-6.21		-6.04
471	46.95		70.74		78.62		-7.05		5.45
472	71.78		10.30		-50.92		6.64		1.90
473	6.59		-85.02		11.56		9.64		-4.82
474	73.20		-94.41		-50.99		7.65		5.65
475	56.97		-73.70		-76.48		1.96		-9.06
476	25.33		89.95		-68.84		-5.80		-1.36
477	63.37		-86.74		20.30		-6.90		-2.32
478	24.34		42.06		-72.98		-8.11		3.28
479	20.79		-10.79		-32.28		6.88		4.11
480	97.40		72.21		-25.33		-1.03		0.18
481	43.84		32.57		49.86		-5.46		-6.44
482	51.23		12.32		-11.77		-8.21		8.06
483	66.32		-52.31		-67.31		1.69		8.81
484	59.79		74.20		-0.76		7.18		-1.63
485	66.26		-28.66		98.56		-7.06		3.52
486	88.77		-60.94		-23.02		4.78		9.55
487	56.50		-41.51		74.98		-4.49		-0.00
488	59.76		-22.43		89.19		-4.84		5.09
489	14.48		-8.75		-81.16		2.17		7.01
490	13.13		-43.25		-34.63		6.39		8.03
491	14.23		47.60		-29.03		-7.36		6.84
492	72.98		-0.18		85.38		-7.62		0.56
493	82.28		-85.20		55.57		6.35		9.75
494	44.57		92.69		-45.69		6.86		9.07
495	97.65		63.46		-79.87		6.70		-9.26
496	84.45		-26.47		80.90		9.61		-2.55
497	11.43		-44.46		-41.91		1.76		5.71
498	10.96		52.65		12.46		-6.60		9.89
499	76.60		83.05		-57.23		8.82		4.46
500	45.56		13.80		40.77		5.64		-6.52
501	75.63		31.85		12.13		3.72		9.41
502	39.54		97.73		-89.27		-3.07		-8.85
503	29.46		-0.59		-24.39		-3.05		-6.23
504	90.44		9.32		-55.64		-0.32		-1.55
505	57.54		-65.10		71.62		6.80		3.93
506	90.57		-17.05		-47.03		3.39		0.25
507	50.09		27.10		15.46		0.11		5.90
508	56.62		-79.34		-29.75		4.51		9.97
509	86.20		7.88		72.09		0.62		4.05
510	57.72		-56.84		24.19		-8.82		-4.11
511	70.08		-68.38		10.93		7.02		-9.13
512	57.47		-61.84		52.60		-1.44		3.10
513	64.35		93.22		32.71		-7.84		8.33
514	92.34		-19.18		-16.63		4.69		-6.13
515	90.39		-97.45		0.78		9.56		4.93
516	12.76		17.72		-16.36		5.22		8.43
517	78.21		34.59		-95.90		-6.17		-4.42
518	86.16		-55.29		-98.96		5.96		-0.35
519	84.49		-97.23		-76.86		2.64		4.43
520	44.28		83.32		98.16		2.61		3.37
521	57.65		-52.66		34.21		-0.14		3.76
522	36.07		-70.25		43.06		8.98		-7.43
523	86.13		-35.21		46.76		-3.80		5.57
524	38.60		7.60		65.45		-7.51		-6.34
525	71.03		51.80		-93.94		-2.89		9.23
526	91.51		-75.42		-7.37		-7.87		7.89
527	4.12		31.04		43.37		6.30		-7.60
528	84.06		-66.27		-86.23		-9.08		5.79
529	47.07		-99.21		66.72		-0.68		-9.89
530	45.91		47.66		94.05		-6.79		-4.92
531	12.46		3.52		-25.18		2.97		8.74
532	50.68		62.11		-42.35		9.24		-9.17
533	57.30		-35.28		-35.83		8.49		-1.85
534	12.68		34.48		37.09		4.62		8.09
535	34.55		-27.63		18.88		-2.48		9.01
536	1.77		27.09		-49.17		3.31		6.47
537	2.41		64.18		28.76		7.62		2.01
538	33.28		-89.13		-80.16		-8.57		7.81
539	55.52		-3.45		-99.91		7.33		-1.24
540	36.03		-90.84		28.61		-0.69		8.98
541	12.24		3.91		37.35		8.81		2.21
542	95.23		-19.74		77.40		-8.03		-8.69
543	39.07		27.20		91.52		7.25		-2.07
544	43.49		97.34		96.92		-9.62		4.73
545	38.04		24.80		-14.45		-7.66		-9.12
546	2.46		84.55		-72.43		-0.71		6.30
547	25.11		-92.14		14.74		-2.49		3.36
548	37.60		-79.19		-36.80		9.00		9.52
549	27.33		-80.53		21.28		-3.87		-7.12
550	97.02		-6.33		-99.42		3.91		-4.62
551	64.32		-30.89		92.24		-5.39		4.80
552	26.58		10.82		24.41		-3.79		5.74
553	88.31		32.10		59.92		-6.25		-5.38
554	88.63		30.43		94.72		-7.56		2.50
555	32.56		53.17		24.66		1.50		6.02
556	73.90		80.47		-20.09		2.57		0.21
557	60.37		-94.01		32.91		-5.49		-3.84
558	47.29		-95.94		99.78		6.12		-6.96
559	54.27		-6.05		-72.53		-5.62		0.30
560	18.72		-78.26		72.11		-9.47		8.11
561	71.24		-38.42		-29.08		-6.53		0.60
562	51.29		-50.34		-54.22		5.41		1.11
563	51.38		-7.24		-43.05		9.45		-6.34
564	9.27		72.18		19.81		-6.88		5.82
565	14.35		12.35		-94.24		8.07		-5.29
566	11.04		81.96		-58.21		0.98		6.89
567	8.18		-87.35		-43.72		1.86		6.80
568	57.57		22.84		30.42		5.39		-4.14
569	68.31		18.92		-44.64		4.13		4.36
570	9.17		83.90		57.17		7.10		-6.69
571	92.67		67.68		-23.77		-6.09		-0.71
572	56.04		-39.16		60.47		5.06		8.42
573	52.32		87.21		98.52		6.09		3.09
574	86.56		23.68		-20.65		6.62		-5.76
575	60.51		54.60		-21.89		9.97		-5.57
