Read 500 bodies from file dataset/bodies_500.csv

Initial state:
ID	Mass		Pos_X		Pos_Y		Pos_Z		Vel_X		Vel_Y		Vel_Z
36	70.68		83.00		-72.16		73.60		-0.89		-2.40		9.43
37	62.81		-43.09		23.66		-7.93		-1.20		7.44		-5.50
38	32.03		-70.35		94.94		-14.22		-8.89		-1.91		-0.95
39	12.32		13.21		41.68		27.85		3.31		-4.54		9.31
40	40.30		76.84		80.04		-31.25		6.51		5.18		7.94
41	32.75		16.17		15.86		74.56		4.38		-0.66		3.11
42	95.89		-25.02		-44.92		25.86		-4.35		6.57		7.40
43	15.08		53.33		98.90		-56.42		-7.64		-8.46		7.82
44	56.41		31.00		57.76		85.06		-7.74		-3.03		-7.14
45	99.45		39.03		-5.73		64.40		-1.87		1.83		-3.43
46	93.09		1.92		23.96		94.62		-2.21		8.93		-6.45
47	40.33		-39.56		-76.52		-90.32		9.70		-8.54		-9.03
48	15.85		22.41		0.06		-72.92		-3.08		-8.50		-7.68
49	96.19		61.72		96.94		-4.29		-9.67		3.05		-0.31
50	65.71		5.27		-78.70		27.07		-7.80		8.08		9.59
51	7.63		8.78		63.98		34.19		0.47		-3.45		-5.67
52	49.93		27.43		21.04		23.39		8.29		-8.49		-1.80
53	61.67		51.04		-88.24		-71.16		3.42		-1.18		1.94
54	36.53		-83.28		-60.37		77.54		9.33		6.20		-9.08
55	45.90		30.90		-4.14		32.27		5.26		-7.85		-0.56
56	11.54		94.92		75.74		44.87		-9.98		-2.88		2.52
57	30.66		-1.43		-3.88		-47.79		-7.28		-1.56		-3.11
58	33.32		10.66		-10.29		83.45		9.13		-0.45		-9.54
59	89.27		-6.97		-38.35		-62.82		1.43		-3.74		-4.68
60	20.98		-72.42		-13.92		-35.02		9.75		-8.44		5.36
61	31.80		81.85		19.58		-89.20		3.14		9.91		4.66
62	44.41		-37.83		8.90		-31.88		5.78		5.83		6.35
63	5.04		-58.64		58.07		57.57		6.97		7.32		-1.09
64	19.09		-1.46		-93.72		85.17		0.45		-7.59		-0.20
65	66.48		98.34		-94.50		-37.24		4.74		-5.53		8.82
66	25.24		44.92		1.84		-59.04		-7.36		5.69		9.88
67	78.68		-48.35		27.54		37.31		-3.14		-0.22		-3.26
68	4.87		-76.00		-13.27		-42.50		1.80		9.56		2.22
69	66.90		-12.75		90.58		-29.89		0.38		-4.48		-4.24
70	6.42		-7.06		9.91		41.52		9.01		-9.33		2.87
71	33.36		-36.84		96.77		77.71		8.07		2.61		4.26
72	37.00		-62.39		-91.96		18.46		8.28		-3.98		-6.27
73	46.89		-74.03		-97.47		75.32		2.37		-4.68		5.51
74	65.72		83.00		7.33		58.32		7.84		8.68		3.87
75	71.96		9.06		-56.81		80.90		8.98		-5.55		-0.42
76	20.45		24.78		-29.41		30.03		-5.15		1.75		6.96
77	57.58		8.98		-71.46		13.14		2.95		-6.56		4.41
78	59.61		56.96		34.15		-85.68		-8.76		9.72		5.26
79	7.46		3.86		-63.78		-14.03		-9.34		0.73		-2.91
80	60.07		-63.38		94.99		73.49		7.70		-1.44		9.79
81	15.15		-23.56		52.24		1.16		3.92		-2.37		-7.44
82	8.39		56.07		-90.97		12.11		-4.31		-3.47		-7.56
83	28.20		15.68		88.95		-28.71		7.50		5.18		4.73
84	62.52		-23.45		52.89		-73.69		5.95		2.36		0.69
85	47.36		96.29		-13.88		-65.29		-8.99		-3.95		-5.46
86	88.15		-82.01		43.00		17.88		6.11		-1.74		1.54
87	36.66		-38.70		47.82		34.85		-8.84		-5.61		5.31
88	34.40		61.22		-58.51		18.21		-1.27		9.45		-3.68
89	6.23		-47.67		51.79		-11.58		0.80		4.75		-6.44
90	73.86		77.48		-55.64		86.73		7.13		9.02		0.41
91	79.03		-67.19		-54.44		44.47		-5.17		-1.11		7.46
92	33.02		65.43		57.00		-90.35		0.45		-1.67		7.92
93	51.46		-44.27		-43.83		39.31		-6.25		7.16		6.52
94	50.42		73.68		57.60		18.10		-5.82		9.07		5.35
95	21.47		-51.02		43.36		-64.84		7.92		3.54		-9.56
96	95.38		12.24		26.42		23.82		6.53		-8.85		-3.09
97	17.52		-34.40		68.50		-49.60		-1.85		9.40		0.36
98	32.90		5.29		0.97		89.50		3.62		0.13		-7.12
99	85.14		21.80		-50.12		94.57		-8.23		7.43		-7.94
100	81.39		85.59		66.49		59.53		-5.87		-6.08		-6.03
101	43.64		-28.47		23.66		49.89		-2.44		1.73		-2.83
102	27.06		-51.52		77.98		88.88		-5.83		-4.60		-1.41
103	23.12		14.24		-84.58		-75.63		9.86		9.11		0.39
104	67.26		-61.48		-55.11		27.65		2.33		4.69		7.84
105	18.36		-25.63		69.50		26.29		-5.58		7.80		9.54
106	90.60		-83.72		16.30		-23.63		-7.87		-0.52		-7.53
107	68.95		63.65		-85.25		-21.43		-1.39		-4.29		-4.26
108	29.85		11.35		64.22		-27.78		-0.30		8.50		0.37
109	81.04		68.76		40.49		-48.95		0.49		-0.39		5.12
110	89.40		73.63		51.90		94.48		1.00		7.15		6.78
111	64.67		18.17		-37.15		-99.98		-8.10		-9.24		-1.02
112	21.63		-37.71		-43.48		-92.84		-8.10		4.70		-2.17
113	75.54		-5.34		56.31		83.53		-3.87		-9.68		7.45
114	4.15		61.80		-41.57		-48.07		5.50		0.50		-3.63
115	76.72		81.13		48.19		78.62		5.57		3.51		-5.61
116	92.86		57.09		95.33		-67.94		-5.77		0.57		-6.78
117	99.11		15.75		0.86		-65.34		4.81		0.65		-3.87
118	43.01		38.68		13.73		30.30		-9.59		-3.53		-1.99
119	70.23		-59.36		13.52		-86.07		-9.37		-2.54		4.93
120	45.01		-3.49		62.53		-18.25		6.85		4.50		-9.97
121	84.02		18.84		59.80		68.24		-1.51		8.25		-8.85
122	20.87		46.72		-67.68		-21.38		8.95		-0.32		9.10
123	37.63		82.69		-52.07		-55.07		-9.17		-6.91		-6.47
124	31.77		-3.08		58.91		-22.41		8.40		5.99		5.89
125	99.51		-33.70		16.27		-15.03		2.56		8.79		0.66
126	82.12		-35.16		-21.59		78.07		-6.17		-7.25		1.59
127	13.64		9.73		-82.69		91.88		1.28		-3.67		-5.44
128	12.31		31.91		-56.63		-50.19		-6.94		0.06		-7.88
129	35.92		-4.98		81.42		20.47		-4.82		2.79		-0.89
130	69.73		-8.24		10.83		-82.17		-7.71		3.27		-2.55
131	37.70		-79.94		-75.25		23.18		8.97		8.77		8.55
132	52.78		6.29		-13.77		43.26		7.99		-0.24		9.40
133	40.37		18.75		-74.05		64.49		-6.85		-3.86		-5.01
134	53.84		-17.15		-38.19		1.19		-5.97		4.07		-7.49
135	46.03		79.82		62.49		-27.24		7.60		0.04		-7.01
136	58.31		56.37		-71.05		-78.66		-8.16		7.20		-9.97
137	39.96		-56.15		-72.80		-87.18		3.40		8.62		-3.96
138	73.44		58.92		2.64		0.54		2.65		-2.94		-4.16
139	31.18		41.95		-39.74		-48.06		-2.62		-9.89		2.16
140	52.33		-73.87		-89.58		95.04		-6.43		3.99		-1.03
141	41.86		-71.06		98.70		-85.60		6.71		3.42		0.46
142	11.44		69.96		-6.75		23.79		7.64		-0.77		-2.75
143	8.22		-6.77		-55.11		3.38		-0.01		-4.02		-1.00
144	51.76		-20.23		13.76		2.94		2.25		-1.85		-9.36
145	36.17		-10.55		19.46		19.57		-6.79		-4.36		-7.27
146	34.59		15.64		-81.58		-75.94		2.87		-5.55		1.50
147	57.45		-11.74		23.92		-85.77		-3.22		-8.31		6.20
148	55.13		14.19		84.97		8.37		7.52		3.05		8.92
149	18.74		20.82		73.77		14.06		0.73		8.95		-9.79
150	74.02		51.39		-52.33		-58.04		1.57		9.45		-9.35
151	35.92		-39.83		-6.67		97.07		0.39		-7.65		-1.68
152	4.57		51.37		47.27		74.58		9.47		-2.60		-5.00
153	43.64		56.84		6.22		80.19		6.89		5.78		-7.60
154	34.08		-34.13		-48.35		-90.44		0.57		-9.21		2.62
155	72.63		-89.56		23.52		-99.06		6.93		5.95		5.09
156	82.47		41.45		13.53		-15.42		-7.35		2.87		-4.75
157	50.90		11.89		37.10		16.25		-6.75		0.99		-6.35
158	49.40		-97.83		46.61		-32.32		-9.37		-7.18		-7.88
159	6.13		9.20		-81.14		-4.84		-2.45		4.85		5.32
160	92.29		-64.90		41.86		-33.29		-1.13		-0.97		8.01
161	52.78		-35.32		44.65		-98.83		-6.61		4.83		-9.66
162	84.61		49.81		70.81		-85.64		9.88		9.41		9.88
163	69.45		-28.51		24.34		74.53		0.31		1.34		7.82
164	53.74		-87.64		-46.57		-92.73		0.74		9.55		1.11
165	5.45		83.03		-7.65		-52.61		0.71		-5.38		6.08
166	23.63		-10.09		1.02		9.65		-3.69		-7.43		-2.94
167	40.75		-40.92		-53.41		-86.54		-0.32		9.48		-4.91
168	51.18		-19.69		41.24		48.50		-9.89		-5.97		6.44
169	98.62		38.82		-48.06		22.03		8.09		-0.54		-7.35
170	88.24		-98.77		16.14		60.91		0.53		0.05		-6.69
171	19.42		-48.62		-15.89		-3.39		-2.03		9.42		0.16
172	80.20		-13.68		-86.17		78.19		3.05		4.71		-9.71
173	78.75		29.73		93.76		16.94		-8.13		8.33		-0.08
174	1.62		30.86		11.86		-65.10		-9.71		-2.00		8.26
175	49.14		-93.51		-19.50		92.88		5.79		3.44		-5.77
176	22.31		8.24		-64.54		91.76		-8.26		-9.00		-8.35
177	18.55		-87.37		55.73		62.92		2.89		3.75		-1.30
178	23.25		-96.38		-72.53		17.40		3.17		5.27		-3.09
179	24.39		98.57		98.90		-85.34		-1.95		1.32		-4.44
180	79.30		50.95		25.78		-52.31		6.02		-4.78		1.30
181	30.43		24.25		-36.96		-11.26		-4.57		3.98		2.64
182	58.32		-42.37		80.52		-59.80		1.33		-3.54		9.99
183	69.31		43.17		-57.75		-82.62		1.85		-0.82		3.22
184	21.59		-39.99		-25.63		73.48		-2.45		-1.44		-2.21
185	29.32		70.20		-70.23		85.76		-8.31		-5.70		8.37
186	35.39		-25.38		-83.56		78.05		9.22		-4.22		9.83
187	15.47		67.46		91.40		-48.35		-8.06		-0.75		-6.28
188	91.59		-91.55		-51.54		78.78		-0.28		4.76		-1.91
189	15.86		-71.00		90.21		16.92		-0.95		-8.41		-9.12
190	36.51		-60.53		38.48		14.47		5.31		-8.27		2.67
191	3.51		29.61		5.92		68.69		8.73		-0.79		-4.39
192	36.46		29.30		-41.16		83.96		-4.80		2.73		5.28
193	74.71		81.17		43.77		-86.86		1.55		1.74		-6.55
194	1.38		3.82		19.25		84.72		-8.12		8.33		-5.52
195	50.50		57.00		-65.91		85.10		-2.99		8.87		6.46
196	44.54		-44.04		39.70		46.33		6.98		-3.46		3.56
197	1.36		28.78		-27.74		-87.53		-0.32		-5.58		7.28
198	55.13		-4.35		-43.55		-60.38		6.65		-3.47		-1.89
199	51.99		40.00		-29.68		35.09		9.48		3.38		7.29
200	9.89		-40.61		45.64		-61.12		-3.64		5.16		7.60
201	57.17		60.24		-35.52		-34.02		7.39		1.85		0.98
202	37.91		74.77		68.53		-90.46		-4.91		-5.19		-1.25
203	88.79		97.92		-19.62		-60.48		-1.16		9.03		-1.77
204	40.28		48.00		-22.54		-65.34		-7.86		1.07		5.43
205	37.52		44.12		-38.57		-24.00		6.65		-4.16		-8.96
206	62.65		-92.53		-24.27		84.66		-1.77		2.38		6.28
207	35.26		32.28		32.27		-28.02		5.11		-1.73		-4.23
208	77.10		-43.07		-97.58		61.45		3.96		1.84		6.10
209	28.88		5.43		-91.71		9.89		5.51		-4.41		-8.80
210	20.98		-48.23		97.88		-51.36		9.03		1.57		9.80
211	16.81		-96.72		-18.21		74.35		6.39		5.58		-3.25
212	50.41		2.25		41.25		78.61		-3.62		-1.33		0.65
213	31.13		36.56		-86.10		-20.15		7.60		6.90		-8.85
214	84.95		58.38		1.46		-92.91		-8.19		7.79		3.12
215	77.37		-50.15		84.26		-10.10		7.20		-5.36		-2.95
216	54.04		8.20		66.90		-41.06		-8.06		0.48		-0.77
217	63.71		43.42		-25.77		88.36		-0.44		-6.60		-3.15
218	78.24		-3.52		-17.47		-79.38		6.78		0.36		-0.60
219	5.41		-33.41		90.15		64.27		-2.91		-1.05		6.30
220	13.20		-14.56		-50.31		69.36		8.60		7.63		5.96
221	95.38		75.95		-59.06		-93.87		1.60		5.29		7.44
222	24.62		53.90		-97.06		-26.79		-3.30		6.15		5.95
223	85.36		-92.39		-95.90		-46.40		-4.11		4.65		-8.40
224	68.55		-75.34		16.45		52.86		3.85		-8.77		2.98
225	88.32		47.46		-73.78		28.73		-0.56		-7.42		2.39
226	41.02		-83.23		7.34		12.21		-9.78		-6.44		2.96
227	17.69		-37.11		-57.72		-93.08		-1.30		-8.61		4.94
228	10.17		-99.92		3.59		81.98		-7.34		-1.12		-7.04
229	5.70		-28.57		-69.48		-25.35		2.29		5.65		-6.27
230	90.27		-2.93		-75.61		-47.13		9.52		-9.15		1.01
231	47.06		-3.08		-2.43		79.56		4.94		-5.00		3.77
232	26.21		81.53		-27.29		-58.71		-7.55		0.86		5.87
233	66.11		-99.82		-81.29		56.91		-4.78		8.48		-7.35
234	83.80		-16.49		-98.17		-67.62		-4.86		-8.86		-3.88
235	51.99		77.58		-99.22		-28.73		-3.43		8.22		-0.64
236	25.64		-6.16		-20.24		-45.94		7.79		-4.60		7.93
237	39.69		88.29		57.17		74.90		7.09		9.50		7.87
238	37.97		14.24		-22.86		-81.27		-6.63		-1.70		0.25
239	21.61		-13.45		38.69		-40.42		2.49		-0.32		6.82
240	82.40		88.98		-59.83		98.73		1.86		-7.59		0.23
241	50.43		-18.05		-56.12		-54.53		4.30		-7.58		-6.62
242	72.00		-12.39		-94.61		-22.80		8.05		8.85		-6.55
243	63.49		45.92		-69.50		42.45		-9.84		-9.07		2.39
244	49.41		-99.04		37.84		-87.59		-8.69		-9.14		4.42
245	40.62		-49.74		41.54		0.13		-6.37		0.84		-5.89
246	95.08		-92.06		-70.86		41.61		-0.79		1.24		4.22
247	86.77		15.30		-89.07		99.15		-6.68		-1.41		3.97
248	57.21		68.80		-64.05		57.90		-0.50		-8.30		8.86
249	52.60		-86.57		-61.75		97.83		-7.71		-2.31		-3.01
250	88.88		-1.75		34.75		10.26		-8.17		5.73		-5.49
251	89.64		84.53		64.99		-43.52		0.35		-9.82		3.34
252	91.82		56.83		-33.23		-42.65		-7.22		1.83		1.97
253	8.24		-11.80		-32.12		-85.91		6.17		-9.07		1.68
254	88.98		-52.80		43.83		-87.97		7.57		-8.92		-1.75
255	94.73		16.54		84.30		-70.65		2.11		3.03		3.20
256	43.88		89.49		-6.81		-39.74		9.43		-9.35		0.91
257	84.29		-11.27		93.36		-61.54		-5.75		-4.57		-0.86
258	30.78		-46.26		-41.70		-68.16		-7.99		-1.04		7.36
259	99.18		-55.86		52.04		-62.35		-4.65		7.37		-5.40
260	99.70		-5.82		-28.64		23.63		-4.24		-7.32		-1.46
261	46.06		-81.56		-60.78		80.22		3.71		1.43		-4.65
262	39.87		-76.40		-81.52		31.77		-6.96		0.42		-8.22
263	48.14		33.99		-42.77		24.20		2.49		7.41		5.75
264	49.29		-12.82		17.33		31.63		8.63		6.04		3.68
265	4.29		-41.36		-8.27		18.03		7.11		-3.00		6.72
266	82.34		65.51		62.31		-19.19		-4.53		2.05		-4.46
267	55.07		8.63		-53.04		26.13		6.31		9.62		0.40
268	82.18		51.98		-11.20		39.36		-6.35		6.09		8.07
269	38.95		68.68		-43.13		2.69		-5.87		3.57		-5.76
270	10.18		-40.74		69.57		13.84		-8.76		-2.35		-8.28
271	44.10		72.58		-48.35		-80.73		1.12		7.49		8.77
272	70.74		-97.97		-2.58		82.46		-5.47		-8.77		3.23
273	82.01		-54.45		-27.75		96.30		-9.19		1.59		7.64
274	63.28		91.92		-7.77		-13.51		4.09		-9.19		-3.76
275	56.66		-37.03		48.48		81.30		-1.32		-0.76		0.80
276	44.16		14.05		39.33		61.15		1.19		-7.99		1.17
277	16.73		-14.39		-30.57		-55.40		3.73		-0.55		4.50
278	44.09		-45.08		-20.57		12.10		5.70		9.75		7.43
279	29.72		89.31		33.68		60.77		-5.41		2.41		3.39
280	83.98		92.31		-57.17		-60.08		3.62		-5.92		-6.07
281	16.17		-85.62		19.98		-24.03		-2.72		-0.94		3.06
282	34.72		-11.45		-73.58		-84.09		-5.29		7.16		0.17
283	18.47		-35.12		78.89		22.81		-1.58		2.63		-6.86
284	24.68		14.35		27.98		2.50		-5.90		-2.81		-0.14
285	26.71		-92.91		36.54		-85.32		5.97		4.26		-6.69
286	36.88		4.41		39.02		66.71		8.00		0.43		-5.97
287	91.74		42.82		-66.04		-20.65		-1.32		-3.05		3.43
288	24.24		-35.02		-17.85		62.75		8.73		8.37		7.98
289	53.53		53.40		-9.70		27.37		-9.46		-3.31		2.81
290	96.20		11.80		44.21		-75.45		-4.64		1.15		9.74
291	89.03		90.84		33.45		-82.38		-1.67		8.88		6.45
292	28.25		-65.75		95.30		69.87		-0.64		5.91		-1.07
293	46.09		55.65		-49.18		47.68		-6.88		-8.86		-4.33
294	52.64		20.93		90.09		-31.64		8.29		8.61		8.00
295	64.52		66.88		22.36		15.05		-6.83		-7.34		1.35
296	86.24		-77.12		67.18		32.27		9.38		-3.41		4.38
297	16.73		-76.73		-77.97		24.65		-9.12		-1.23		-3.98
298	96.92		59.10		56.90		-42.34		0.24		-0.02		6.93
299	23.97		-67.81		-15.53		-57.66		3.63		-8.76		4.21
300	33.89		-17.42		27.42		-80.40		8.43		0.18		-5.90
301	87.18		-55.25		88.21		-18.12		1.52		-0.66		-7.51
302	30.34		-96.09		12.51		-2.86		8.04		9.67		8.52
303	67.68		-61.60		-74.98		87.26		4.62		-7.26		-6.78
304	47.34		33.24		-67.63		69.41		-7.77		8.18		-6.41
305	78.03		42.57		-22.44		92.76		3.92		5.12		-8.08
306	97.01		71.49		-14.93		-26.13		-4.07		0.28		1.44
307	75.50		61.49		-41.19		-17.33		-4.48		2.91		4.04
308	92.35		2.46		86.37		60.21		9.42		1.72		-9.09
309	75.21		-59.38		-39.06		0.93		-2.20		9.46		-8.10
310	91.75		-78.07		73.60		-10.55		8.82		-1.92		-7.43
311	13.50		-76.17		-74.77		-46.10		0.75		-1.89		-4.88
312	99.92		83.78		-75.31		81.96		-8.75		9.61		1.72
313	89.22		-29.54		69.52		79.56		-9.27		-4.65		-8.05
314	11.39		-70.62		89.72		-74.98		4.47		2.77		-3.10
315	73.26		5.70		38.91		-39.16		5.65		-5.05		-5.45
316	96.07		-51.89		28.91		13.49		-7.92		1.91		8.35
317	67.81		-80.71		-48.57		45.21		8.60		5.56		-4.89
318	95.91		-60.80		82.81		-42.34		2.10		-9.88		-5.43
319	68.50		31.81		-14.33		-73.94		-5.31		-7.23		7.71
320	69.54		-33.00		0.56		77.60		-1.99		-8.11		-3.42
321	28.96		3.47		17.18		-84.44		-9.43		-4.72		-5.34
322	64.91		58.18		-15.19		-18.30		-6.44		-3.63		-2.16
323	78.83		-67.68		25.17		81.85		-2.66		8.70		-1.42
324	56.89		83.25		97.32		49.81		7.85		6.86		-5.50
325	71.52		-95.30		60.11		86.62		9.35		5.16		-4.00
326	90.68		57.98		60.52		62.40		-2.08		-7.01		-1.72
327	66.87		92.88		50.12		-77.12		-5.92		3.21		4.43
328	83.94		-8.19		-14.33		-31.22		-7.40		-0.80		2.85
329	23.72		98.52		-55.72		72.97		6.42		-5.79		2.87
330	10.62		-51.36		-89.98		-41.94		2.28		-9.40		6.20
331	26.72		65.27		-18.25		58.06		6.09		-7.73		-2.55
332	71.81		-45.54		88.25		-0.87		0.18		-1.54		1.54
333	40.15		84.94		41.29		84.44		2.42		-0.74		2.13
334	82.49		-94.60		-85.91		-52.78		-6.96		-6.96		3.37
335	33.58		-34.59		9.34		50.72		-6.41		-4.33		5.48
336	35.32		-32.57		11.81		33.18		-8.16		6.06		8.14
337	85.70		93.65		71.18		-18.20		-8.68		0.08		0.69
338	75.95		-47.22		81.94		-33.39		-0.21		-1.33		1.80
339	35.42		-6.81		72.09		-95.67		8.44		-5.61		6.75
340	28.52		30.00		30.14		9.17		4.30		-6.04		-2.55
341	56.00		50.69		31.23		-42.55		-9.83		-9.44		-4.39
342	63.97		-3.35		-2.56		-2.50		-1.98		1.48		3.88
343	56.61		-70.54		-38.92		-82.56		6.50		1.94		-5.74
344	4.29		86.77		90.46		36.69		-2.13		-3.71		-1.79
345	24.65		-24.82		37.70		36.89		-5.52		-4.75		-2.60
346	65.09		4.95		62.23		64.13		3.82		-8.63		4.40
347	26.83		42.92		57.65		66.75		0.76		-0.16		-9.45
348	74.83		10.47		-15.82		-18.81		3.85		8.01		9.48
349	29.97		-36.96		87.06		-33.07		-4.60		-8.16		-5.06
350	26.68		-87.71		64.97		23.28		6.75		-2.07		-2.35
351	26.62		71.23		89.61		-19.98		0.12		-5.65		-9.15
352	71.01		74.03		-14.62		-51.04		9.34		-3.17		3.52
353	71.06		46.22		72.72		75.42		9.25		-4.99		4.93
354	62.27		-45.84		-69.36		-95.88		-9.43		8.00		4.96
355	10.00		-88.44		14.28		36.82		8.57		-8.98		-5.37
356	8.55		-14.26		-61.36		2.24		-3.32		-1.52		0.59
357	8.36		-55.14		-45.13		-60.15		6.75		0.49		7.57
358	24.40		-40.83		1.30		18.28		-4.02		9.89		-0.28
359	44.03		89.27		80.70		-24.38		-9.19		-1.80		-6.16
360	87.89		38.34		54.02		57.54		2.11		-0.75		-3.89
361	22.03		-28.35		17.98		61.65		1.84		9.06		-3.82
362	34.05		-72.50		43.86		-83.39		-3.99		6.12		1.90
363	90.36		-59.28		79.57		98.07		-9.77		1.13		1.51
364	29.23		66.39		-39.93		-11.58		-5.13		4.86		-7.34
365	99.04		-61.33		52.43		83.01		-7.37		-9.61		-2.77
366	13.92		-20.82		60.24		53.56		0.56		-8.49		3.51
367	56.67		-29.51		12.50		28.45		5.14		-7.53		-2.60
368	8.47		68.75		33.29		-37.15		5.25		-1.16		1.87
369	34.85		-84.89		-50.39		-86.11		-2.75		1.24		-9.95
370	67.39		-18.46		-56.08		-15.18		-7.40		-8.41		7.52
371	91.50		-87.24		80.91		-39.48		6.24		1.98		-3.81
372	7.79		-3.86		-28.75		88.51		4.84		8.64		9.69
373	79.94		-55.73		23.73		-0.49		-8.63		5.04		-1.79
374	84.80		-65.78		-99.02		78.20		3.49		4.76		7.11
375	86.01		16.83		71.55		-14.83		-0.83		3.13		7.62
376	94.88		62.16		-67.26		-55.88		-9.40		9.37		8.07
377	25.12		-55.25		75.57		35.96		9.52		-4.48		-0.50
378	36.87		-19.78		-53.36		30.78		-4.87		-8.38		5.66
379	98.02		69.55		13.21		-25.82		5.97		7.58		-1.32
380	76.26		82.19		23.72		-69.36		-7.40		2.05		-5.59
381	88.99		-12.39		-55.11		-84.39		-1.92		6.88		2.32
382	54.92		83.37		-15.13		85.59		-5.08		9.97		-9.12
383	3.21		-43.56		51.49		17.17		2.14		-8.21		4.55
384	6.41		89.04		96.00		20.20		5.84		-5.91		-5.65
385	98.60		12.86		5.07		81.11		3.98		-1.19		9.82
386	21.36		65.72		73.27		43.73		-0.28		5.28		9.88
387	27.37		7.19		2.46		5.86		-2.46		-8.19		2.02
388	83.65		-14.75		-13.82		-85.48		3.99		-8.87		-0.91
389	98.37		36.20		-97.45		-49.70		3.36		9.09		-5.09
390	54.20		93.71		-25.68		-93.91		2.74		8.36		3.86
391	50.23		15.42		19.08		24.49		-1.54		8.29		-8.23
392	10.49		-61.97		-71.87		-25.54		0.02		7.57		8.75
393	13.15		64.68		13.86		-40.44		0.17		7.47		0.03
394	84.00		67.80		-80.64		-48.33		-5.70		5.79		-7.46
395	24.43		61.71		-71.86		26.95		6.40		-0.02		-2.24
396	10.22		-73.67		-11.80		-8.78		2.23		-3.63		-0.24
397	84.43		-49.80		-61.02		67.96		3.66		-3.74		9.97
398	49.32		-21.55		14.94		-84.27		-5.62		7.28		3.01
399	16.13		53.31		-2.52		-10.67		3.60		-0.29		6.37
400	3.48		17.14		-43.53		65.88		-6.45		-6.84		-3.67
401	59.06		-65.89		-65.42		-44.76		-2.02		9.84		-4.52
402	88.59		12.95		-62.21		59.26		3.03		2.79		2.50
403	30.23		-9.70		54.98		-71.63		6.80		6.70		-6.52
404	93.17		-51.34		-66.39		-63.95		7.31		3.63		8.32
405	47.83		25.06		-18.47		-86.73		-1.03		3.35		2.21
406	7.72		25.67		-3.42		-52.62		-7.81		-2.64		5.86
407	5.07		-86.28		80.94		79.14		-1.64		1.67		0.23
408	34.10		-19.88		8.82		-65.50		-6.20		9.56		4.55
409	45.33		48.40		44.27		69.71		1.89		0.10		-4.71
410	44.30		-96.14		81.15		-57.07		0.25		4.11		0.45
411	73.07		-2.62		-90.01		-30.86		8.40		-6.39		1.99
412	64.92		70.85		37.88		-54.51		-2.02		-1.51		-9.92
413	15.02		80.74		67.86		69.86		-0.57		2.11		6.77
414	9.84		-41.92		-18.62		13.98		-9.87		0.97		2.32
415	75.14		94.13		-15.77		33.64		5.98		-2.42		-6.98
416	1.28		95.95		-32.36		-45.95		9.35		-9.28		-4.34
417	65.55		76.07		87.64		49.48		3.37		9.25		-1.96
418	84.13		-44.16		-96.47		48.60		3.13		8.38		5.50
