Read 500 bodies from file dataset_2d/bodies_2d_500.csv

Using Euler integration method

Initial state:
ID	Mass		Pos_X		Pos_Y		Vel_X		Vel_Y
165	93.38		-15.81		1.69		-1.52		-6.77
166	52.87		31.58		49.18		-5.36		-7.27
167	39.53		-60.20		-22.61		-7.24		5.28
168	98.55		27.30		84.88		-8.09		8.93
169	85.70		-44.32		-5.18		-6.54		9.07
170	47.65		49.07		57.17		-2.92		7.87
171	24.64		5.50		-13.79		6.78		4.31
172	70.54		-43.91		49.88		0.55		-4.64
173	80.15		54.41		-34.74		1.12		4.95
174	48.05		31.84		44.87		1.68		-2.71
175	21.28		-50.30		46.96		9.62		-4.86
176	72.34		81.48		-38.27		7.73		6.31
177	15.95		12.62		-93.99		-2.44		-9.62
178	84.27		65.54		-18.67		1.27		-5.16
179	25.75		-22.51		26.82		-9.37		-2.58
180	93.55		-89.88		-41.06		-7.10		-3.76
181	99.44		33.66		43.43		-4.06		3.27
182	74.68		-47.51		19.89		2.38		-5.25
183	40.53		-78.89		89.48		-6.70		1.94
184	6.49		-38.37		-93.40		0.80		1.23
185	70.14		8.09		-33.25		3.50		-6.92
186	58.58		-13.17		83.52		-6.82		-2.65
187	62.48		98.70		41.20		-2.96		-7.76
188	85.36		-79.82		42.93		7.88		-3.30
189	80.46		-7.05		36.03		6.63		4.50
190	85.38		4.76		-46.16		-8.28		-8.23
191	70.86		-64.07		-69.40		1.84		-2.35
192	71.41		-12.18		93.02		-5.72		4.71
193	57.58		-61.51		15.99		3.06		-0.81
194	7.97		28.03		10.32		-7.29		3.12
195	24.94		53.47		-99.10		7.93		4.22
196	69.74		54.79		53.04		7.38		8.19
197	14.42		70.38		65.15		8.98		8.96
198	39.83		18.27		35.76		9.01		5.24
199	54.92		29.58		-41.02		-1.95		-6.50
200	50.00		66.09		43.25		8.64		8.57
201	46.03		88.48		-46.55		-7.79		-5.81
202	87.23		15.83		75.44		-6.35		9.93
203	41.83		-62.25		2.69		7.35		-5.00
204	82.49		-1.24		76.46		4.15		-1.37
205	32.21		6.09		-29.85		2.50		-4.74
206	72.06		86.49		-87.22		-7.01		5.53
207	47.87		-74.63		70.60		8.68		-6.22
208	46.81		-72.57		69.08		-1.10		-5.55
209	36.64		-89.80		-6.94		2.43		7.10
210	61.66		-66.43		-3.67		-3.41		7.94
211	23.41		23.17		8.52		-8.69		-5.37
212	54.95		-8.36		-7.07		-8.76		-5.36
213	58.35		-35.78		-79.30		-2.16		6.39
214	24.77		-52.72		-80.60		9.97		-8.69
215	77.69		87.52		-22.18		9.31		8.59
216	31.38		-25.39		96.86		-0.20		2.39
217	51.72		-86.76		-51.28		8.66		-3.89
218	39.18		-51.53		35.27		1.32		-5.30
219	47.26		30.94		-29.50		5.81		3.51
220	3.00		-8.69		-90.44		-2.64		-2.28
221	47.02		97.26		26.76		-3.07		8.74
222	20.16		-63.34		27.51		-3.41		9.10
223	42.58		71.26		3.48		9.15		7.44
224	21.26		26.78		-95.65		-1.01		-3.92
225	31.41		-87.18		-43.43		7.92		8.52
226	29.30		28.23		95.28		-9.73		6.44
227	34.37		95.87		21.72		-1.07		1.37
228	82.38		74.38		83.28		7.24		9.03
229	50.94		93.41		38.70		4.59		2.95
230	14.01		99.07		70.21		1.48		-4.37
231	1.44		-21.13		-77.98		5.02		5.29
232	83.14		58.56		57.57		-8.96		-6.94
233	53.10		-25.31		66.30		5.43		-7.42
234	30.11		-70.04		64.01		-6.72		3.66
235	82.52		79.81		-19.03		0.96		4.43
236	63.85		64.62		-50.57		8.23		6.75
237	94.32		-1.83		78.07		8.61		-4.22
238	48.09		72.49		42.72		2.34		2.38
239	96.98		-25.13		-0.00		6.35		-8.82
240	54.06		-3.24		-4.98		-9.03		-8.76
241	34.57		84.78		9.33		8.69		9.54
242	88.63		88.96		-23.51		7.17		-4.75
243	26.25		-8.15		-50.52		6.55		0.78
244	59.49		58.62		-40.46		-4.68		1.49
245	61.60		44.52		18.16		5.90		0.06
246	94.05		-20.01		62.12		-2.28		-4.52
247	64.05		65.01		48.01		0.11		7.69
248	11.44		74.93		-12.04		-3.12		2.92
249	26.60		-92.27		11.43		-3.14		-0.93
250	75.21		18.41		-32.02		-8.66		6.65
251	91.04		-13.40		-82.37		-4.37		2.45
252	78.48		52.10		-92.69		-0.87		1.82
253	50.61		-44.36		51.29		-0.99		-9.03
254	84.51		20.91		35.17		7.34		-3.18
255	38.89		-27.03		40.16		-8.01		3.27
256	27.63		37.42		-79.60		6.90		-3.52
257	20.75		-50.14		-27.97		9.52		-4.01
258	22.21		33.80		35.20		-9.12		-5.05
259	79.61		-69.15		90.82		0.63		-8.19
260	66.94		39.85		90.98		-0.90		-5.53
261	99.66		-27.22		-46.15		6.93		4.95
262	3.15		-19.45		10.62		-7.58		3.50
263	6.22		54.51		-16.45		5.68		-2.61
264	97.14		66.07		-69.00		-2.18		-7.60
265	75.13		39.33		27.19		-3.98		-2.71
266	50.60		15.70		-50.95		-4.82		-9.85
267	55.79		-36.94		-0.59		1.22		-2.87
268	34.04		-81.44		-21.72		9.67		-3.48
269	35.78		-7.85		-34.59		-1.98		-5.73
270	18.13		-97.74		-90.56		4.22		-6.97
271	29.70		35.57		-13.23		7.57		7.23
272	66.69		3.96		-89.78		4.26		5.97
273	43.13		-81.52		-33.45		1.28		0.42
274	77.00		57.57		-27.76		-2.48		1.06
275	65.71		-58.58		-82.97		0.06		5.72
276	54.36		23.38		-84.77		5.40		5.27
277	80.71		-68.11		29.25		1.85		2.49
278	32.24		12.26		92.84		0.57		-3.49
279	34.79		82.26		89.89		-0.06		-1.00
280	96.94		75.85		-32.88		3.13		8.20
281	72.06		-14.53		-0.56		6.60		-9.12
282	86.04		-61.13		37.42		-0.78		8.17
283	60.66		36.68		72.44		-4.66		-6.77
284	62.70		43.64		95.47		-4.50		-6.96
285	5.46		41.01		17.12		3.04		6.24
286	60.89		44.95		-21.27		3.30		-3.05
287	59.70		-7.83		88.35		-6.59		2.31
288	21.86		-97.78		-5.81		-2.33		3.27
289	46.94		48.56		-30.43		5.70		-6.74
290	98.61		-51.12		93.54		7.32		-0.08
291	37.73		31.99		96.48		-4.65		4.30
292	19.31		-5.12		-17.72		3.03		7.98
293	73.62		70.68		98.15		-5.97		-1.45
294	91.87		89.53		-84.27		-5.86		-1.30
295	77.94		53.51		45.19		-7.91		-2.45
296	26.88		-91.77		-3.50		5.36		1.03
297	7.33		15.44		-44.29		6.35		4.60
298	44.25		-23.00		42.48		-3.79		7.41
299	15.20		-27.01		30.14		9.23		3.18
300	33.20		-73.16		-11.46		5.94		-5.23
301	80.38		0.14		-97.78		0.37		1.63
302	8.77		-91.63		-75.86		-4.15		-3.98
303	14.89		54.26		-48.40		-0.68		3.01
304	50.54		-87.14		73.35		-2.26		-6.82
305	26.92		51.42		-27.60		4.17		-9.16
306	15.42		-68.74		-61.77		-1.76		6.92
307	20.54		18.50		-88.09		-0.49		-6.25
308	8.75		-90.50		-29.62		-2.98		-0.47
309	48.56		-64.71		41.25		-1.56		9.93
310	21.67		-10.70		35.57		-3.45		8.98
311	92.43		-50.95		38.69		7.42		0.23
312	68.88		90.82		-7.54		7.19		-5.52
313	13.63		63.73		97.23		-5.24		-7.37
314	31.97		99.58		-13.85		-2.42		3.52
315	84.49		-29.17		-80.46		-0.36		-3.24
316	58.37		0.41		-44.25		-0.69		3.36
317	2.68		-96.87		23.21		9.87		6.14
318	5.04		40.55		-66.34		5.97		-0.70
319	92.87		70.84		41.39		7.01		3.08
320	75.50		38.15		52.94		-1.09		-5.59
321	26.36		-59.13		-43.16		-6.15		8.56
322	40.84		47.59		-23.17		4.87		2.11
323	69.10		66.43		98.90		9.37		-4.21
324	70.39		-6.80		-16.29		-2.45		-8.76
325	73.96		-73.03		98.17		9.51		-8.04
326	83.97		26.89		-58.27		7.08		1.65
327	95.17		87.08		39.30		3.83		1.40
328	89.99		-85.29		-43.82		-2.17		6.86
329	46.05		-35.71		71.67		1.96		3.49
330	21.62		61.96		81.03		-3.85		-7.49
331	45.90		-92.08		14.38		0.71		8.66
332	46.03		-89.86		76.36		5.07		0.02
333	43.95		-49.36		9.13		-0.10		-6.87
334	86.91		43.59		-19.91		1.30		-0.33
335	10.97		68.23		-14.65		-2.56		-2.02
336	56.14		-27.64		-2.24		-8.62		-5.54
337	76.29		-58.06		58.73		-2.55		0.00
338	33.59		-50.05		-81.98		4.45		-0.50
339	58.51		45.86		90.35		1.55		6.64
340	58.60		87.76		-30.59		-4.32		0.03
341	93.03		10.10		-34.15		3.65		-2.54
342	8.69		-89.78		-33.22		5.91		-7.59
343	42.90		36.00		49.23		5.59		6.69
344	53.73		27.99		-78.75		4.56		-2.34
345	12.16		-38.91		79.98		5.76		-1.71
346	57.36		38.24		61.18		-8.43		7.20
347	61.77		-80.32		-93.58		-9.38		-7.55
348	40.27		74.04		-98.42		-7.50		9.64
349	22.18		-46.50		65.41		-4.06		5.84
350	86.50		66.42		-79.95		-4.54		-7.01
351	94.15		-51.70		67.13		8.26		0.68
352	34.32		-78.49		-94.30		-8.04		3.25
353	16.76		-46.38		-21.32		-3.19		-3.01
354	81.61		56.55		-59.60		7.94		-4.07
355	91.09		88.00		-26.53		-5.50		-7.07
356	87.77		99.84		96.29		7.20		2.97
357	40.78		89.20		-89.76		7.91		7.30
358	96.85		-13.49		-6.29		2.42		8.16
359	5.29		92.63		-96.66		-6.30		-6.59
360	88.99		-47.97		60.46		9.37		-7.67
361	27.01		-31.50		-68.05		4.47		-3.68
362	38.93		-34.18		-92.64		-8.08		8.47
363	24.82		21.59		54.75		8.08		-1.85
364	1.08		-3.87		-58.65		8.03		2.15
365	32.57		-89.69		43.18		-6.04		2.29
366	17.64		25.67		-31.74		8.46		6.25
367	41.51		-66.17		-15.75		-3.62		-5.70
368	85.48		-68.97		42.95		1.59		-6.82
369	86.50		67.70		-5.04		-9.76		-3.74
370	93.33		75.44		-68.55		-9.56		1.40
371	12.35		-49.28		-4.89		9.81		-1.52
372	20.34		9.48		81.65		3.57		-4.06
373	89.96		-90.75		54.02		7.98		-2.77
374	85.15		47.10		81.56		-8.33		-0.38
375	6.08		-14.11		70.03		-0.23		4.75
376	65.06		-24.85		5.08		-5.99		5.75
377	75.10		37.48		27.41		1.84		3.10
378	62.77		-39.42		-88.02		-3.36		-7.10
379	72.13		1.25		9.79		6.91		2.50
380	52.54		87.08		60.25		-3.03		5.78
381	65.12		64.16		14.17		8.55		4.66
382	15.96		-67.80		-32.00		5.62		2.26
383	9.15		27.78		48.37		-6.07		1.40
384	86.02		2.87		-45.52		-4.15		-8.37
385	35.06		37.89		-1.77		0.87		9.68
386	80.25		-10.64		-83.31		-8.80		-4.26
387	92.96		33.63		-84.79		-1.41		-9.87
388	65.74		-37.94		-49.51		0.82		-9.34
389	19.91		56.37		-7.01		-8.49		5.29
390	58.34		95.95		12.21		-7.04		0.33
391	62.07		94.42		-18.35		6.76		5.49
392	24.28		10.82		82.56		-6.68		-2.91
393	25.59		80.32		64.21		6.77		-7.56
394	62.99		-30.68		-73.09		-6.20		2.61
395	77.40		-78.04		43.72		-9.93		-7.44
396	66.07		-86.82		-3.83		-1.12		-5.13
397	27.14		92.81		-62.91		5.29		5.81
398	92.88		22.07		-65.19		5.76		-1.02
399	56.81		94.92		58.41		-8.01		-9.41
400	49.42		57.93		55.58		-1.33		1.41
401	37.78		-35.03		42.35		-9.92		-6.92
402	9.18		-92.33		-45.14		-2.43		-3.67
403	53.56		-4.47		-44.08		-3.36		-6.21
404	40.11		20.85		-58.81		6.44		6.57
405	81.45		92.63		3.00		7.28		-0.51
406	33.47		33.25		-12.92		4.62		8.26
407	41.00		72.57		24.48		1.86		-7.06
408	14.48		45.79		-95.05		1.84		9.66
409	9.99		-29.82		76.17		4.18		0.61
410	89.94		87.11		82.98		2.60		-3.00
411	90.01		11.19		-15.89		-4.06		6.03
412	94.56		46.02		18.52		-9.03		0.29
413	50.62		2.04		-11.36		-3.65		-9.91
414	52.35		50.79		61.07		-4.48		4.19
415	67.14		-47.05		78.47		5.50		5.46
416	33.98		-77.87		29.57		-6.76		4.05
417	1.82		-9.97		40.21		-1.08		1.11
418	66.51		-71.02		76.83		5.10		-6.48
419	38.93		64.82		-62.15		0.04		9.62
420	42.76		26.32		-67.89		-6.38		1.19
421	65.43		48.23		-20.02		-7.22		3.42
422	15.31		91.45		52.12		9.76		-3.77
423	66.32		51.22		40.47		0.89		-4.43
424	2.42		97.06		9.39		-6.67		-2.40
425	49.43		20.70		57.24		-8.86		-7.70
426	54.28		93.88		-52.02		-6.58		-4.05
427	77.03		-18.50		-41.22		2.23		-5.68
428	93.79		2.82		-93.60		2.95		-3.92
429	76.51		23.56		96.41		5.10		-6.79
430	28.91		44.61		-36.21		8.03		-8.57
431	93.67		-25.57		0.96		-3.26		6.31
432	64.40		-34.85		39.17		0.08		-6.92
433	94.89		77.42		7.63		-3.92		-0.62
434	82.51		-9.45		-36.85		-6.66		8.31
435	89.97		19.94		-96.01		-2.00		-5.24
436	6.23		63.73		2.63		-0.48		-7.68
437	76.51		52.96		9.32		6.75		-8.14
438	46.86		40.01		33.32		1.26		1.55
439	66.35		96.15		-36.15		4.27		-0.91
440	46.40		-74.40		98.16		-8.75		7.97
441	27.27		45.04		62.25		-6.78		3.79
442	33.86		89.12		-1.55		1.84		-8.81
443	19.83		99.76		24.91		-8.49		-6.58
444	51.06		-95.44		23.98		-8.95		0.44
445	18.49		-12.34		-8.92		-4.28		3.85
446	29.28		82.57		-53.09		-8.81		-4.65
447	94.44		70.15		46.64		-4.43		4.37
448	88.83		16.89		-21.24		-6.26		-6.93
449	69.34		-8.11		-38.38		2.01		-9.29
450	58.94		63.88		-97.83		2.94		6.30
451	6.62		46.47		-54.57		0.03		8.36
452	76.74		-40.21		49.48		6.73		9.75
453	48.42		-18.97		47.07		-5.04		-8.60
454	26.52		93.30		5.85		2.11		7.65
455	34.22		63.06		44.90		-7.25		-4.62
456	29.22		-1.83		52.63		-5.24		-5.44
457	42.85		55.15		4.46		9.66		1.81
458	38.34		-59.59		-45.16		5.58		3.41
459	99.44		9.96		-91.20		9.90		-3.15
460	43.19		-94.19		-17.02		-6.79		-9.68
461	47.28		50.91		-46.68		-7.44		-9.05
462	85.84		-46.42		29.43		2.24		-2.19
463	26.15		89.85		51.57		8.53		2.53
464	9.51		-82.08		96.99		4.07		-6.15
465	38.55		-16.30		40.34		-4.66		-3.81
466	68.51		-60.73		-86.25		9.78		4.03
467	79.19		-92.55		-33.45		2.49		-9.16
468	56.35		-4.91		-32.16		-0.10		7.94
469	77.88		37.33		54.49		-9.46		9.73
470	28.57		24.70		-53.76		-7.17		-0.21
471	65.64		63.70		47.99		7.04		4.43
472	82.77		53.62		-69.08		1.74		4.78
473	50.16		-88.32		-96.19		2.77		-0.80
474	71.54		67.76		42.63		-5.51		7.19
475	83.33		98.96		-50.30		-4.42		-1.50
476	74.11		67.19		-19.37		-1.75		-6.82
477	29.67		88.95		-74.01		1.34		-5.56
478	88.76		-81.65		98.01		0.16		1.83
479	15.14		72.44		18.01		-3.66		-1.16
480	5.91		-61.80		32.98		3.67		5.92
481	66.60		-18.89		-26.79		3.72		-9.73
482	92.48		56.14		24.87		-8.10		2.77
483	34.13		-63.53		1.30		-6.46		-6.89
484	39.25		-45.57		29.49		-6.56		-5.41
485	39.35		-96.47		-9.75		4.53		-3.27
486	15.65		-49.68		93.11		4.98		-2.75
487	41.68		-60.73		88.61		5.00		-8.31
488	12.06		-47.55		26.11		-7.88		-3.85
489	10.25		73.60		-41.30		9.78		2.51
490	68.29		42.66		28.65		-3.65		6.68
491	36.24		31.82		-22.17		-9.72		-0.57
492	14.50		66.93		-90.11		-0.33		0.04
493	75.10		-99.35		68.92		-9.02		-2.10
494	11.46		96.85		-10.58		1.32		-4.27
495	5.78		-70.97		-14.90		2.26		8.08
496	44.61		-90.69		85.01		1.39		-2.57
497	45.36		58.29		-62.86		-4.24		7.37
498	2.32		-48.65		77.17		-1.14		0.01
499	70.48		88.76		-6.54		1.05		6.93

Execution time for sequential: 0.121580 seconds
Time to calculate forces per step: 0.001216 seconds
Results saved in output_dataset_2d/bodies_2d_500.csv
